Ward,x,y,fill_ratio_0,distance_from_0_0,fill_per_m_0,fill_ratio_1,distance_from_0_1,fill_per_m_1,fill_ratio_2,distance_from_0_2,fill_per_m_2
2,76.760024,30.686268,0.2093493233367103,0.6206805846609791,33.728994995237144,0.0,0.6206805846609791,0.0,0.9255685129067763,0.6206805846609791,149.12155072682506
2,76.761523,30.688901,0.0,0.6455847991888198,0.0,0.9650269106665126,0.6455847991888198,149.48104600341784,0.9343670147690148,0.6455847991888198,144.73187967607836
2,76.752546,30.683652,0.18704374855752337,0.6980586140878259,26.79484856754315,0.0,0.6980586140878259,0.0,0.9848411989623346,0.6980586140878259,141.08288030357681
2,76.764624,30.706718,0.6459172413316012,0.7436967398952389,86.85223514931485,0.0,0.7436967398952389,0.0,0.8698963620621283,0.7436967398952389,116.96923159629105
2,76.746844,30.686661,0.0,0.8572543732037043,0.0,0.0664962673667775,0.8572543732037043,7.756888672176697,0.8963358185211198,0.8572543732037043,104.5589088302182
2,76.757627,30.748752,0.5371065418185478,0.9362678091428677,57.3667637158493,0.3838912213732114,0.9362678091428677,41.00228776685756,0.0,0.9362678091428677,0.0
2,76.753596,30.742354,0.10178247262040374,0.9237065851075411,11.01891815663021,0.0,0.9237065851075411,0.0,0.9208418826173723,0.9237065851075411,99.6898687812391
2,76.751162,30.728939,0.5707783046689119,1.0,57.077830466891186,0.6242379959139921,1.0,62.42379959139921,0.0,1.0,0.0
2,76.752629,30.749529,0.6057748193568872,0.9355778484908915,64.74873473479687,0.8165994394715771,0.9355778484908915,87.28289589036024,0.0,0.9355778484908915,0.0
2,76.747891,30.715129,0.25464065476376385,1.0,25.464065476376383,0.6939484444671,1.0,69.39484444671,0.0,1.0,0.0
2,76.75884,30.716926,0.0,0.9136635944700461,0.0,0.9295291442478258,0.9136635944700461,101.73647608089084,0.8388980864459341,0.9136635944700461,91.81695445931844
2,76.745047,30.737274,0.39785559904574164,1.0,39.785559904574164,0.743946292572677,1.0,74.3946292572677,0.0,1.0,0.0
2,76.721468,30.736991,0.8655071258939803,1.0,86.55071258939803,0.5744731131799119,1.0,57.44731131799119,0.0,1.0,0.0
2,76.755438,30.729956,0.0,1.0,0.0,0.41184091414726853,1.0,41.18409141472685,0.8617856210135173,1.0,86.17856210135173
2,76.720504,30.729951,0.28377590579872447,1.0,28.377590579872447,0.14991742734877378,1.0,14.991742734877377,0.0,1.0,0.0
2,76.744586,30.725718,0.4845229851910213,1.0,48.45229851910213,0.13927207266338726,1.0,13.927207266338726,0.0,1.0,0.0
2,76.743991,30.750429,0.21144800699654465,1.0,21.144800699654464,0.0,1.0,0.0,0.8028534485980114,1.0,80.28534485980114
2,76.713972,30.720256,0.23722679173599448,1.0,23.72267917359945,0.18159771680142567,1.0,18.159771680142565,0.0,1.0,0.0
2,76.756082,30.691572,0.0,0.7548995626351478,0.0,0.7308674752036443,0.7548995626351478,96.81651856471952,0.5912754357449292,0.7548995626351478,78.32504680237838
2,76.732014,30.741725,0.15285913918433203,1.0,15.285913918433202,0.505888678884466,1.0,50.5888678884466,0.0,1.0,0.0
2,76.718283,30.735031,0.18656702405130576,1.0,18.656702405130577,0.5833917947661205,1.0,58.339179476612046,0.0,1.0,0.0
