Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_ratio_1,distance_from_13_0_0,fill_per_m_1_13_0_0,distance_from_73_1_0,fill_per_m_1_73_1_0,distance_from_229_2_0,fill_per_m_1_229_2_0,fill_per_m_1_73_1_1,fill_per_m_1_229_2_2,fill_ratio_2,distance_from_24_0_0,fill_per_m_2_24_0_0,distance_from_6_1_0,fill_per_m_2_6_1_0,distance_from_294_2_0,fill_per_m_2_294_2_0,fill_per_m_2_6_1_1,fill_per_m_2_294_2_2,fill_ratio_3,distance_from_281_0_0,fill_per_m_3_281_0_0,distance_from_187_1_0,fill_per_m_3_187_1_0,distance_from_117_2_0,fill_per_m_3_117_2_0,fill_per_m_3_187_1_1,fill_per_m_3_117_2_2,fill_ratio_4,distance_from_14_0_0,fill_per_m_4_14_0_0,distance_from_254_1_0,fill_per_m_4_254_1_0,distance_from_227_2_0,fill_per_m_4_227_2_0,fill_per_m_4_254_1_1,fill_per_m_4_227_2_2,fill_ratio_5,distance_from_33_0_0,fill_per_m_5_33_0_0,distance_from_28_1_0,fill_per_m_5_28_1_0,distance_from_182_2_0,fill_per_m_5_182_2_0,fill_per_m_5_28_1_1,fill_per_m_5_182_2_2,fill_ratio_6,distance_from_108_0_0,fill_per_m_6_108_0_0,distance_from_201_1_0,fill_per_m_6_201_1_0,distance_from_193_2_0,fill_per_m_6_193_2_0,fill_per_m_6_201_1_1,fill_per_m_6_193_2_2,fill_ratio_7,distance_from_189_0_0,fill_per_m_7_189_0_0,distance_from_126_1_0,fill_per_m_7_126_1_0,distance_from_110_2_0,fill_per_m_7_110_2_0,fill_per_m_7_126_1_1,fill_per_m_7_110_2_2,fill_ratio_8,distance_from_245_0_0,fill_per_m_8_245_0_0,distance_from_127_1_0,fill_per_m_8_127_1_0,distance_from_157_2_0,fill_per_m_8_157_2_0,fill_per_m_8_127_1_1,fill_per_m_8_157_2_2,fill_ratio_9,distance_from_247_0_0,fill_per_m_9_247_0_0,distance_from_213_1_0,fill_per_m_9_213_1_0,distance_from_4_2_0,fill_per_m_9_4_2_0,fill_per_m_9_213_1_1,fill_per_m_9_4_2_2,fill_ratio_10,distance_from_169_0_0,fill_per_m_10_169_0_0,distance_from_278_1_0,fill_per_m_10_278_1_0,distance_from_192_2_0,fill_per_m_10_192_2_0,fill_per_m_10_278_1_1,fill_per_m_10_192_2_2,fill_ratio_11,distance_from_130_0_0,fill_per_m_11_130_0_0,distance_from_170_1_0,fill_per_m_11_170_1_0,distance_from_275_2_0,fill_per_m_11_275_2_0,fill_per_m_11_170_1_1,fill_per_m_11_275_2_2,fill_ratio_12,distance_from_67_0_0,fill_per_m_12_67_0_0,distance_from_174_1_0,fill_per_m_12_174_1_0,distance_from_172_2_0,fill_per_m_12_172_2_0,fill_per_m_12_174_1_1,fill_per_m_12_172_2_2,fill_ratio_13,distance_from_114_0_0,fill_per_m_13_114_0_0,distance_from_102_1_0,fill_per_m_13_102_1_0,distance_from_264_2_0,fill_per_m_13_264_2_0,fill_per_m_13_102_1_1,fill_per_m_13_264_2_2,fill_ratio_14,distance_from_7_1_0,fill_per_m_14_7_1_0,distance_from_165_2_0,fill_per_m_14_165_2_0,fill_per_m_14_165_2_2,fill_ratio_15,distance_from_200_2_0,fill_per_m_15_200_2_0,fill_per_m_15_200_2_2,fill_ratio_16,distance_from_236_2_0,fill_per_m_16_236_2_0,fill_per_m_16_236_2_2,fill_ratio_17,distance_from_183_2_0,fill_per_m_17_183_2_0,fill_per_m_17_183_2_2
2,76.749401,30.722265,0.3929401278174004,9692.8,0.004053938261569416,9692.8,0.004053938261569416,9692.8,0.004053938261569416,,,0.4380909752140152,6354.0,0.006894727340478678,2575.3,0.017011259861531285,6471.9,0.006769124603501525,,,0.4431243504473165,6290.6,0.007044230287211338,2744.4,0.016146492874483182,5023.5,0.008821028176516702,,,0.48909735220011524,6083.7,0.008039471903613184,2452.5,0.019942807429158625,5244.6,0.009325732223622683,,,0.48909735220011524,6950.7,0.0070366632454301765,2038.8,0.023989471855999377,3613.0,0.013537153396072938,,,0.502226715560732,6222.3,0.008071399893298812,2608.9,0.01925051613939714,4395.7,0.011425409276354891,,,0.520109906473253,5422.4,0.00959187641032113,3598.3,0.014454323054588358,3251.9,0.015994031380831296,,,0.5560058605794548,4068.3,0.013666786141126631,4702.9,0.011822617120913793,3598.8,0.015449757157370644,,,0.5565802510147121,3916.7,0.014210438660472136,5732.2,0.00970971443799435,4815.8,0.01155737885740089,,,0.5745950962691636,3057.6,0.018792356628374005,6469.4,0.008881737043144088,4537.8,0.012662415625835505,,,0.5818747280140466,3732.7,0.015588574705013706,5480.8,0.010616602102139223,4237.9,0.013730260931453,,,0.5818747280140466,4159.1,0.013990400038807591,4721.5,0.012323937901388258,3379.2,0.017219304214430832,,,0.5989855679221037,4460.3,0.013429266370470677,4992.7,0.011997227310315134,4504.0,0.01329896909240905,,,0.5989855679221037,4998.2,0.011984025607660832,3329.7,0.017989175238673265,3467.8,0.017272782972550423,,,0.6260341428997375,1864.3,0.033580118162298854,1282.9,0.04879835863276463,,0.6289501201121608,835.7,0.07526027523180098,,0.6446988723106022,1178.3,0.05471432337355531,,0.0,910.1,0.07466141211443413,0.0
2,76.748739,30.719108,0.01652272978652658,10716.4,0.00015418171948160372,10716.4,0.00015418171948160372,10716.4,0.00015418171948160372,,,0.02788806814790975,5416.8,0.0005148439696483117,3057.5,0.0009121199721311447,5534.7,0.0005038767800948516,,,0.02788806814790975,5353.4,0.0005209412363714602,3226.6,0.0008643174904825435,4168.6,0.0006690032180566556,,,0.11665246283225794,5228.8,0.002230960503982901,2934.7,0.003974936546572323,4307.4,0.002708187371320471,,,0.11665246283225794,6013.5,0.0019398430669702825,2069.7,0.005636201518686668,2675.8,0.004359535945596006,,,0.11665246283225794,5285.1,0.002207194997866794,2382.0,0.0048972486495490325,3458.5,0.003372920712223737,,,0.1778869778443407,4485.2,0.003966087974769034,3629.3,0.004901412885248965,3104.4,0.005730156482551884,,,0.22997872563801078,3131.1,0.007344981815911686,4733.9,0.004858123864847394,3936.5,0.005842213276718171,,,0.2500475216312445,2979.5,0.008392264528653952,5763.1,0.004338767705423201,4846.7,0.005159129338132018,,,0.31922887790585097,3088.6,0.01033571449543,6500.4,0.004910911296317934,4568.8,0.006987149315046641,,,0.36595933132775255,3763.6,0.009723651060892565,5480.6,0.00667735889004402,4268.8,0.00857288538530155,,,0.3990698023898483,4190.0,0.009524338959184923,4752.5,0.008397050023984182,3379.0,0.011810293056817056,,,0.4066395263675572,4491.3,0.009053938199798658,5023.6,0.008094584090444246,4535.0,0.008966692973926289,,,0.4272374772784777,5029.1,0.008495306859646412,3360.6,0.01271313090753073,3467.7,0.012320485545995264,,,0.482704417914626,1895.2,0.025469840540028807,1313.8,0.03674108828700152,,0.528730222075942,731.5,0.0722802764287002,,0.5696217765215752,668.9,0.08515798722104578,,0.6030567379423222,1091.9,0.05523003369743769,
2,76.757658,30.722922,0.8603672346719318,8161.8,0.010541390804380551,8161.8,0.010541390804380551,8161.8,0.010541390804380551,,,0.8700532389563679,7023.8,0.012387215452552293,2621.7,0.03318660559775596,6852.2,0.012697429131612736,,,0.8700532389563679,6960.4,0.012500046534055054,3258.9,0.02669775810722538,5529.2,0.015735608025688488,,,0.874390534273712,6589.4,0.01326965329580405,2967.0,0.02947052693878369,5914.4,0.014784095331288247,,,0.8773339633928654,7620.5,0.011512813639431341,4263.2,0.020579235395779355,4833.0,0.01815298910392852,,,0.8851083920336986,6892.1,0.012842361428790914,3123.4,0.028337977589604234,5065.5,0.017473268029487687,,,0.8884549144844561,6092.2,0.014583482395267,5983.0,0.014849655933218388,4711.4,0.01885755644785958,,,0.8975780502982428,4738.1,0.018943839308968632,6170.2,0.014546984705491603,5543.5,0.016191540548358307,,,0.8975780502982428,4315.5,0.020798935240371748,7199.5,0.012467227589391524,6283.1,0.014285592307909198,,,0.8975780502982428,5331.1,0.016836638785583516,9358.6,0.009590943627233162,6005.1,0.014946929281747894,,,0.9033277012228093,5200.0,0.0173716865619771,7870.0,0.011478115644508376,5705.2,0.015833409893129237,,,0.9122258703261803,5626.3,0.016213601662303474,6188.8,0.01473994749105126,5768.4,0.01581419232934922,,,0.9126427467497826,5927.6,0.015396496841044986,6459.9,0.014127815395745797,4941.3,0.018469689084851814,,,0.9200608020867095,4944.2,0.01860889126828829,4797.0,0.019179920827323525,4785.4,0.019226413718533657,,,0.9200608020867095,3331.6,0.02761618447853012,2750.2,0.03345432339781505,,0.9200608020867095,3989.6,0.0230614798999075,,0.9261415341619202,2231.1,0.041510534452150076,,0.9306456207248858,1704.9,0.054586522419196766,
2,76.747891,30.715129,0.12032665739753501,10788.5,0.0011153233294483478,10788.5,0.0011153233294483478,10788.5,0.0011153233294483478,,,0.16482334449135566,5488.9,0.0030028483756555173,3638.4,0.004530105114648078,5606.8,0.0029397043677562187,,,0.2341828472208808,5425.5,0.0043163366919340305,3807.5,0.0061505672283882025,3594.7,0.006514670131607112,,,0.2341828472208808,5665.4,0.004133562453152131,3515.6,0.006661248356493368,4379.5,0.005347250764262606,,,0.3002831265855255,6085.6,0.004934322442906623,2650.6,0.01132887371106638,2747.9,0.010927731234234342,,,0.3086973460821828,5357.2,0.0057622889957847905,2962.9,0.010418756828856282,3530.6,0.00874348116700229,,,0.35429013557969263,4557.3,0.007774123616608356,4558.5,0.007772077121414777,3176.5,0.011153475069406348,,,0.41604709403622286,3203.2,0.012988483205426539,5663.1,0.007346631598174548,4008.6,0.0103788627958944,,,0.41604709403622286,3051.6,0.013633736205145592,6692.3,0.006216802803762874,5775.9,0.007203156114825792,,,0.4565227488283526,3866.8,0.011806215703640027,7429.5,0.006144730450613804,5497.9,0.00830358407443483,,,0.4565227488283526,4692.8,0.009728152677044676,6577.9,0.006940250670097639,5198.0,0.00878266157807527,,,0.4565227488283526,5119.2,0.008917853352640111,5681.6,0.008035108927561823,4281.7,0.01066218438536919,,,0.4600293950905841,5420.4,0.008487000868765849,5952.8,0.007727949789856606,5464.1,0.008419124743152286,,,0.4600293950905841,5958.3,0.007720816257835021,4289.8,0.010723795866720688,4744.2,0.009696669514155898,,,0.5127450948084282,2824.4,0.018154124586051135,1894.7,0.02706207287741744,,0.537902154286558,1312.4,0.04098614403280691,,0.5665777589554023,741.0,0.07646123602637009,,0.595577843673592,1164.0,0.05116648141525705,
2,76.742851,30.7107,0.5899606464760886,10370.2,0.005688999696014431,10370.2,0.005688999696014431,10370.2,0.005688999696014431,,,0.6095673081196387,5070.5,0.012021838243164159,5519.4,0.011044086460840647,4794.0,0.0127152129353283,,,0.6282254225194402,5007.1,0.012546692147539298,5699.7,0.011022078750099834,3471.0,0.018099263109174306,,,0.6644858027300363,4531.2,0.01466467608426104,4739.7,0.01401957513619082,3368.7,0.019725288768071846,,,0.6860470781950038,5667.3,0.012105360192596188,3505.6,0.019570033038424344,2774.7,0.024725090214978332,,,0.710815512770749,4023.2,0.017667913918541184,4399.9,0.01615526518263481,3023.5,0.023509691178129614,,,0.7323163394632332,3738.7,0.01958745926293185,3656.4,0.02002834316440305,2573.7,0.028453834536396362,,,0.7344574328645437,2051.7,0.035797506110276545,4727.9,0.01553453822763899,2920.6,0.025147484519090043,,,0.7545974212400863,2257.2,0.033430684974308275,5757.1,0.013107248809992639,5029.2,0.015004323177445445,,,0.7553720957424842,3129.7,0.024135607110665057,7032.1,0.010741771245324785,3902.9,0.01935412374753348,,,0.7661838016049094,3766.6,0.02034152290142063,5543.5,0.013821300651301695,4276.5,0.0179161417421936,,,0.7771364523950132,4191.0,0.018542983831902008,5018.2,0.015486358702224168,3441.8,0.02257936115971332,,,0.7911784861378791,5270.4,0.015011735089137052,4025.5,0.01965416683984298,5519.4,0.01433450168746384,,,0.7973932529631782,5207.5,0.015312400440963575,3363.6,0.023706542185847848,3530.5,0.0225858448651233,,,0.8053865469143301,1852.2,0.043482698786002055,2205.0,0.03652546698024173,,0.823886977969573,1663.0,0.04954221154357023,,0.823886977969573,1347.9,0.06112374641810023,,0.8310968132706952,1806.7,0.04600081990760476,
2,76.746865,30.707631,0.7763674617990558,9511.8,0.008162150821075463,9511.8,0.008162150821075463,9511.8,0.008162150821075463,,,0.7838408998886729,4212.1,0.018609266159129004,5947.5,0.013179334172150867,3583.3,0.021874833251156,,,0.7885700434286375,4148.7,0.019007641994567878,5516.7,0.014294234658919961,3899.0,0.020224930582935046,,,0.8095652080272949,4013.6,0.020170550329561863,5167.7,0.015665870852164306,2314.0,0.03498553189400583,,,0.8132688263424492,4808.9,0.016911743357991418,3933.7,0.020674398818985924,1496.8,0.0543338339352251,,,0.8207160676064125,3599.5,0.022800835327306916,4216.8,0.019463006725631105,1879.1,0.043676018711426345,,,0.8321743749534081,2574.9,0.03231870654990128,4084.5,0.02037395947982392,2315.2,0.03594395192438701,,,0.8485711778330867,1793.2,0.04732161375379693,5155.9,0.016458255160749564,2662.1,0.03187600683043788,,,0.8498186674293084,1998.7,0.042518570442252886,6185.2,0.013739550336760468,5457.3,0.015572144969660976,,,0.8545343669130211,3014.3,0.02834934700968786,7460.2,0.011454577181751443,5164.8,0.01654535251922671,,,0.8595807634904269,4194.6,0.020492556226825602,5971.5,0.014394720982842281,4704.6,0.018271070090771304,,,0.8708354828659534,4619.1,0.01885292552371573,5446.3,0.0159894879618448,3869.9,0.022502790327035668,,,0.8832429267683166,5087.3,0.017361722854329735,4453.5,0.019832557017364243,5947.5,0.014850658709849796,,,0.890426920820461,5635.5,0.015800317998766054,3791.6,0.023484199831745465,3958.6,0.02249348054414341,,,0.8976168392572178,2491.3,0.03603005817272981,2633.1,0.0340897360243522,,0.9034270242418244,2091.1,0.043203434758826674,,0.9034270242418244,1775.9,0.050871503138792976,,0.9130464354260748,2234.8,0.04085584550859472,
2,76.744236,30.729776,0.8296857115563677,10166.9,0.008160655770749863,10166.9,0.008160655770749863,10166.9,0.008160655770749863,,,0.8305645765975165,6891.7,0.012051664706785212,3037.8,0.027340989419893224,7009.7,0.011848789200643629,,,0.842250345959908,6828.3,0.012334700378716635,3043.7,0.027671923841374253,5667.4,0.014861318169882277,,,0.8535445729033994,6727.6,0.012687207516847009,2751.8,0.031017681986459746,5782.4,0.014761077976331617,,,0.8652238731565889,7488.5,0.011554034494980155,1493.2,0.05794427224461485,4150.7,0.020845251961273736,,,0.8652238731565889,6760.0,0.012799169721251315,1805.5,0.04792156594608634,4933.5,0.017537729262320643,,,0.8664951367980618,5960.2,0.014538021153620042,2937.9,0.02949369062248755,3789.7,0.022864478370268407,,,0.8786432923835593,4606.1,0.01907564517451986,4042.5,0.021735146379308828,4136.6,0.02124071199496106,,,0.8786432923835593,4454.5,0.019724846613167795,5071.8,0.01732409188815725,4155.4,0.02114461405360638,,,0.8786432923835593,3595.4,0.024437984435210527,5809.0,0.015125551598959534,3877.4,0.022660630638664036,,,0.8857581551911541,3072.3,0.028830457806566873,4801.4,0.018447914258157082,3577.5,0.02475913781107349,,,0.8942642281876515,3498.7,0.025559900196863165,4061.1,0.02202024644031547,2699.8,0.033123350921833154,,,0.9043539464582813,3799.9,0.02379941436506964,4332.2,0.02087516611555979,3843.6,0.023528825748212127,,,0.909927864782548,4337.8,0.020976713190616163,2669.3,0.03408863240484576,2033.1,0.04475568662547578,,,0.9110334186951651,2402.1,0.03792654005641585,737.3,0.12356346381325989,,0.9123843179204257,1816.9,0.050216540146426646,,0.9123843179204257,2159.5,0.0422497947636224,,0.9123843179204257,2263.6,0.040306782025111586,
2,76.75884,30.716926,0.04486746306259981,7930.6,0.0005657511797669761,7930.6,0.0005657511797669761,7930.6,0.0005657511797669761,,,0.13382657047453075,5272.2,0.0025383439640857854,4272.0,0.003132644439946881,5293.9,0.0025279391464616023,,,0.18126413776750255,5208.8,0.003479959640752237,4456.7,0.0040672277193327475,3970.9,0.004564812454796206,,,0.22530514335489565,5031.1,0.004478248163520814,3241.9,0.006949786956873922,3868.7,0.005823794643029847,,,0.2812884930964127,5869.0,0.004792784002324291,3584.6,0.007847137563365861,2449.8,0.011482100297837075,,,0.317493132136008,5140.5,0.006176308377317538,4321.2,0.0073473371317228555,3548.9,0.00894624058542106,,,0.319697759876995,4238.6,0.007542531965200655,5304.4,0.006027029633455151,3953.4,0.008086653510320103,,,0.3228585445803439,3431.3,0.00940921937983691,6375.8,0.005063812299324695,4300.3,0.007507814445046715,,,0.3602419463426599,3636.9,0.009905192508528138,7405.1,0.004864781655111476,6677.2,0.005395104929351523,,,0.3943039661014973,4652.5,0.008475098680311603,8680.0,0.004542672420524163,6139.6,0.006422307090062826,,,0.440617665012942,5414.5,0.008137735063495095,7191.4,0.006127008162707428,5924.5,0.007437212676393652,,,0.49265361887262554,5838.9,0.008437438881854897,6666.1,0.007390432469849321,5089.8,0.0096792333465485,,,0.5303178160011118,6062.1,0.008748087560434697,5673.4,0.009347442732772444,4211.8,0.012591239280144162,,,0.5303178160011118,5180.3,0.010237202787504812,5011.5,0.010582017679359708,4106.8,0.012913163923276317,,,0.5509857797589021,3466.1,0.01589641902307787,2978.0,0.018501873061077975,,0.5509857797589021,3310.9,0.01664157116671908,,0.580457448229031,1552.5,0.03738856349301327,,0.6222744380647328,1564.3,0.03977973777822239,
2,76.736815,30.711349,0.9647375596019678,10607.5,0.009094862687739503,10607.5,0.009094862687739503,10607.5,0.009094862687739503,,,0.9647375596019678,5307.8,0.01817584610576826,6270.9,0.015384355668276768,4221.7,0.02285187388023706,,,0.9671667648182287,5244.4,0.018441895446919168,5937.0,0.016290496291363126,4222.4,0.02290561682498647,,,0.9671667648182287,5282.6,0.01830853679661963,5491.2,0.01761303111921308,4120.2,0.023473781972191368,,,0.9673836136841362,5904.6,0.016383558813198796,4257.1,0.02272400492551587,2135.2,0.04530646373567517,,,0.9673836136841362,4237.4,0.0228296505801703,4637.2,0.02086137353756871,2517.5,0.03842636002717522,,,0.9698343250148077,3213.3,0.03018187922119963,4407.9,0.022002185281308737,927.3,0.10458690014178883,,,0.970013518095162,1479.2,0.06557690089880759,5479.4,0.017702914882928095,1274.2,0.07612725773780897,,,0.9707249728297846,1684.7,0.05762004943490144,4533.2,0.021413680685383053,3577.6,0.027133412702084768,,,0.9722486894395777,1648.3,0.05898493535397547,7783.6,0.012490989894644863,3178.7,0.030586362017163547,,,0.9728465747390491,2703.7,0.035982045890411256,6294.9,0.015454519924685843,5028.0,0.019348579449861757,,,0.9748223320642839,4942.5,0.019723264179348183,5769.7,0.016895546251352478,4193.3,0.023247140249070753,,,0.9748223320642839,4831.5,0.020176391018612932,4777.0,0.020406580114387354,6270.9,0.015545174250335421,,,0.9748223320642839,5959.0,0.016358824166207146,4115.0,0.023689485590869596,4282.0,0.022765584588143015,,,0.9748223320642839,1259.0,0.07742830278509007,2956.5,0.03297217426227918,,0.975053026184368,2414.5,0.04038322742532069,,0.9770034536298974,2099.4,0.04653727034533187,,0.9775088056440271,2558.2,0.03821080469251924,
2,76.764742,30.727141,0.8241041238552218,7724.2,0.010669119440915847,7724.2,0.010669119440915847,7724.2,0.010669119440915847,,,0.8241041238552218,7089.9,0.011623635366580936,2258.7,0.03648577163214335,7132.0,0.011555021366450108,,,0.8294119148468055,7026.5,0.011804054861549926,2589.4,0.03203104637548488,5809.0,0.014278049833823473,,,0.8459097549757185,6869.2,0.012314530876604531,3507.7,0.024115795392300327,5980.5,0.014144465428905918,,,0.8459097549757185,7686.7,0.011004849349860388,3850.4,0.02196939941241737,5112.7,0.016545264830240745,,,0.8543650486527472,6958.2,0.012278535377723365,3620.7,0.023596681543700034,5361.5,0.015935186956126963,,,0.8674850086786334,6158.4,0.014086207597405713,5533.5,0.015676967718056083,5115.9,0.016956645139244973,,,0.8674850086786334,4389.7,0.01976182902427577,6682.1,0.012982221287898017,5609.7,0.01546401783836272,,,0.8783474165361514,4595.3,0.01911403861632867,7711.3,0.01139039353333616,6794.9,0.012926568699114798,,,0.8822614243765645,5006.7,0.01762161552273083,8909.1,0.009902924250222407,6517.0,0.013537846008540196,,,0.892949261214224,5711.8,0.015633412605732415,7420.5,0.012033545734306638,6153.6,0.014511005934968539,,,0.8958919264280008,6138.2,0.01459535248815615,6700.7,0.013370124411300323,5318.9,0.016843556495290395,,,0.9009856483786435,6439.5,0.013991546678758342,6971.8,0.012923285928722043,5438.5,0.016566804236069568,,,0.9074294740810881,5441.5,0.0166760906750177,5308.8,0.017092930117561182,4372.6,0.020752629421421764,,,0.9074294740810881,3843.4,0.023610071137042412,3262.0,0.027818193564717597,,0.9102692214162671,3330.1,0.027334591195948086,,0.9171993272598213,2510.9,0.03652870792384489,,0.9236551662575483,2522.6,0.03661520519533609,
