Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_ratio_1,distance_from_281_0_0,fill_per_m_1_281_0_0,distance_from_294_1_0,fill_per_m_1_294_1_0,distance_from_14_2_0,fill_per_m_1_14_2_0,fill_per_m_1_294_1_1,fill_per_m_1_14_2_2,fill_ratio_2,distance_from_24_0_0,fill_per_m_2_24_0_0,distance_from_96_1_0,fill_per_m_2_96_1_0,distance_from_182_2_0,fill_per_m_2_182_2_0,fill_per_m_2_96_1_1,fill_per_m_2_182_2_2,fill_ratio_3,distance_from_13_0_0,fill_per_m_3_13_0_0,distance_from_288_1_0,fill_per_m_3_288_1_0,distance_from_20_2_0,fill_per_m_3_20_2_0,fill_per_m_3_288_1_1,fill_per_m_3_20_2_2,fill_ratio_4,distance_from_229_0_0,fill_per_m_4_229_0_0,distance_from_99_1_0,fill_per_m_4_99_1_0,distance_from_265_2_0,fill_per_m_4_265_2_0,fill_per_m_4_99_1_1,fill_per_m_4_265_2_2,fill_ratio_5,distance_from_117_0_0,fill_per_m_5_117_0_0,distance_from_186_1_0,fill_per_m_5_186_1_0,distance_from_297_2_0,fill_per_m_5_297_2_0,fill_per_m_5_186_1_1,fill_per_m_5_297_2_2,fill_ratio_6,distance_from_33_0_0,fill_per_m_6_33_0_0,distance_from_68_1_0,fill_per_m_6_68_1_0,distance_from_7_2_0,fill_per_m_6_7_2_0,fill_per_m_6_68_1_1,fill_per_m_6_7_2_2,fill_ratio_7,distance_from_108_0_0,fill_per_m_7_108_0_0,distance_from_66_1_0,fill_per_m_7_66_1_0,distance_from_102_2_0,fill_per_m_7_102_2_0,fill_per_m_7_66_1_1,fill_per_m_7_102_2_2,fill_ratio_8,distance_from_208_0_0,fill_per_m_8_208_0_0,distance_from_189_1_0,fill_per_m_8_189_1_0,distance_from_28_2_0,fill_per_m_8_28_2_0,fill_per_m_8_189_1_1,fill_per_m_8_28_2_2,fill_ratio_9,distance_from_105_0_0,fill_per_m_9_105_0_0,distance_from_245_1_0,fill_per_m_9_245_1_0,distance_from_172_2_0,fill_per_m_9_172_2_0,fill_per_m_9_245_1_1,fill_per_m_9_172_2_2,fill_ratio_10,distance_from_227_0_0,fill_per_m_10_227_0_0,distance_from_110_1_0,fill_per_m_10_110_1_0,distance_from_41_2_0,fill_per_m_10_41_2_0,fill_per_m_10_110_1_1,fill_per_m_10_41_2_2,fill_ratio_11,distance_from_236_0_0,fill_per_m_11_236_0_0,distance_from_193_1_0,fill_per_m_11_193_1_0,distance_from_296_2_0,fill_per_m_11_296_2_0,fill_per_m_11_193_1_1,fill_per_m_11_296_2_2,fill_ratio_12,distance_from_183_0_0,fill_per_m_12_183_0_0,distance_from_195_1_0,fill_per_m_12_195_1_0,distance_from_79_2_0,fill_per_m_12_79_2_0,fill_per_m_12_195_1_1,fill_per_m_12_79_2_2,fill_ratio_13,distance_from_293_0_0,fill_per_m_13_293_0_0,distance_from_247_1_0,fill_per_m_13_247_1_0,distance_from_57_2_0,fill_per_m_13_57_2_0,fill_per_m_13_247_1_1,fill_per_m_13_57_2_2,fill_ratio_14,distance_from_256_0_0,fill_per_m_14_256_0_0,distance_from_225_1_0,fill_per_m_14_225_1_0,distance_from_114_2_0,fill_per_m_14_114_2_0,fill_per_m_14_225_1_1,fill_per_m_14_114_2_2,fill_ratio_15,distance_from_258_0_0,fill_per_m_15_258_0_0,distance_from_169_1_0,fill_per_m_15_169_1_0,distance_from_135_2_0,fill_per_m_15_135_2_0,fill_per_m_15_169_1_1,fill_per_m_15_135_2_2,fill_ratio_16,distance_from_165_0_0,fill_per_m_16_165_0_0,distance_from_157_1_0,fill_per_m_16_157_1_0,distance_from_58_2_0,fill_per_m_16_58_2_0,fill_per_m_16_157_1_1,fill_per_m_16_58_2_2,fill_ratio_17,distance_from_201_1_0,fill_per_m_17_201_1_0,fill_per_m_17_201_1_1,fill_ratio_18,distance_from_130_1_0,fill_per_m_18_130_1_0
2,76.716595,30.726273,0.24990944935006043,13930.6,0.0017939604134068914,13930.6,0.0017939604134068914,13930.6,0.0017939604134068914,,,0.27268907102275697,8503.8,0.0032066731463905197,7443.6,0.003663403071400357,8937.6,0.0030510323915005928,,,0.3179594078159211,8263.8,0.003847617413489207,6982.9,0.004553400561599351,6996.2,0.004544744401473959,,,0.3181707064861603,8447.4,0.003766492725408532,6246.0,0.005093991458311885,4508.6,0.007056973483701377,,,0.34597858998741404,8766.6,0.0039465538519769805,6139.6,0.005635197569669262,3877.4,0.008922953267328983,,,0.3587390664485971,7341.4,0.004886521187356596,5052.7,0.007099947878334298,3630.6,0.009880985689654523,,,0.4225625235718353,8514.7,0.004962741183739125,3902.9,0.010826885740650166,2942.0,0.014363104132285361,,,0.46810911130104976,7711.4,0.0060703518336624965,3178.7,0.014726432544784025,1559.7,0.030012765999939076,,,0.4780848678486189,7077.5,0.006754996366635378,3215.0,0.014870446900423606,2952.0,0.016195286851240477,,,0.4780848678486189,7158.5,0.006678562098884108,3420.6,0.013976637661480995,3689.9,0.012956580607838122,,,0.4848429483357352,6747.4,0.007185626290656182,3167.5,0.015306801841696456,3998.2,0.012126530647184615,,,0.5159963760803736,5320.5,0.009698268510109456,2682.2,0.01923780389532375,4407.9,0.011706172464901056,,,0.5275531444890453,5779.4,0.009128164593020823,3534.9,0.014924132068489783,4461.8,0.011823773913869857,,,0.5275531444890453,5497.9,0.009595539105641161,1844.6,0.028599866881114898,3817.6,0.013818973818342555,,,0.5275531444890453,4537.8,0.011625746936600232,1971.0,0.02676576075540565,4029.4,0.013092598016802634,,,0.5686627268957549,4568.8,0.012446653976881345,1465.7,0.03879803008090025,4837.2,0.011756030904154365,,,0.5824588500128447,3240.2,0.01797601536981806,1274.1,0.04571531669514518,5292.6,0.011005155311431898,,,0.6029417225625415,939.5,0.06417687307743922,,0.6101338380524141,633.9,0.0962508026585288
2,76.717378,30.731993,0.2918099079168437,13991.1,0.0020856823832067794,13991.1,0.0020856823832067794,13991.1,0.0020856823832067794,,,0.30839308198387055,8668.9,0.003557464983837287,7608.7,0.004053163904265782,9288.2,0.0033202674574607624,,,0.30839308198387055,8628.1,0.003574287293655272,6936.5,0.004445946543413401,7161.3,0.004306384064120628,,,0.34295159076393217,8691.5,0.003945827426381317,6411.1,0.005349340842662448,4742.1,0.007232061550029147,,,0.34295159076393217,8931.8,0.003839669392103856,6375.8,0.005378957789829232,4042.5,0.008483650977462762,,,0.3937513372697129,7582.1,0.005193169930094735,5217.9,0.0075461648799270385,3795.7,0.010373615861888794,,,0.419557977630206,8559.8,0.0049014927642025054,4727.9,0.008874087388273992,4201.8,0.009985196288024323,,,0.42413646462849736,7759.9,0.0054657465254513244,5479.4,0.007740564014828218,1639.2,0.025874601307253376,,,0.44085432332640234,7242.6,0.006086962186596006,4039.6,0.010913316252262658,3106.5,0.014191351145224603,,,0.4610696993532743,7230.1,0.006377086061787171,4245.2,0.010860965310309863,2909.3,0.015848131830793463,,,0.4945352562126409,6912.5,0.007154217088067138,3855.2,0.01282774580339907,3337.8,0.014816203973055333,,,0.5114999074687543,5485.7,0.009324241345111004,3506.8,0.014585944663760531,3627.3,0.014101395182884082,,,0.5114999074687543,5944.5,0.008604590923858261,4994.9,0.010240443401644764,3689.1,0.013865167858522522,,,0.5600345971284806,5663.1,0.009889187849914013,2669.2,0.02098136509547732,3128.5,0.017901057923237353,,,0.5848637415786829,4702.9,0.01243623597309496,2795.6,0.020920866417895367,2623.0,0.022297512069335987,,,0.5848637415786829,4733.9,0.012354797135103887,2290.3,0.025536555978635238,3849.9,0.015191660603617832,,,0.6215072898515877,3405.3,0.01825117580981375,2098.7,0.029613917656243754,4537.2,0.013698036010129323,,,0.6215072898515877,1052.4,0.059056184896578066,,0.6373649401730247,712.7,0.08942962539259501
2,76.721468,30.736991,0.6292383756343116,13539.8,0.004647324005039304,13539.8,0.004647324005039304,13539.8,0.004647324005039304,,,0.642844116657864,8203.9,0.007835835598408853,7143.7,0.008998755780028051,8836.9,0.007274543297512295,,,0.6671076965824231,8176.7,0.008158642197737757,6485.2,0.010286617168050688,6281.9,0.010619521109575498,,,0.6904931930961213,8240.1,0.008379670065850187,5946.1,0.011612539195373795,4290.8,0.016092411510583604,,,0.7198045187449484,8466.7,0.008501594703307646,5924.5,0.012149624757278226,3577.5,0.020120321977496813,,,0.7253280885321619,7130.8,0.010171763175690834,5610.2,0.012928738521481622,3330.6,0.02177770037026848,,,0.7253280885321619,8108.4,0.008945391057818584,4276.5,0.016960787759433226,3750.5,0.019339503760356272,,,0.7486333333664171,7308.6,0.010243183829548985,5028.0,0.014889286662021025,2602.6,0.028764824919942256,,,0.7530718956225048,6777.6,0.011111188261663489,5954.5,0.0126471054769083,2655.1,0.02836322155935764,,,0.7670213026592242,6778.8,0.011315001219378418,5930.0,0.012934591950408502,1677.5,0.04572407169354541,,,0.7671499413437733,6447.4,0.011898593872627313,5485.0,0.01398632527518274,2886.5,0.02657716755045118,,,0.7876220634373717,5020.6,0.015687807501839852,5296.3,0.014871175413729806,3162.2,0.0249074082422798,,,0.7907864076505646,5560.1,0.014222521315274269,4529.9,0.01745703895561855,3237.8,0.02442357179722542,,,0.7907864076505646,5198.0,0.015213282178733448,4135.9,0.01912005627917901,2677.1,0.029538919265270802,,,0.803270577123501,4237.9,0.018954448597737112,4262.3,0.018845941794887758,2171.7,0.03698810043392278,,,0.8064162221802665,4268.8,0.018890934739980006,3319.2,0.024295499583642643,3450.5,0.023370996150710522,,,0.8105077626583688,3359.5,0.024125844996528315,2698.5,0.030035492409055724,4085.8,0.019837186417797463,,,0.8153701377030099,1669.6,0.04883625645082714,,0.8234938909310182,1216.1,0.06771596833574692
2,76.714692,30.737373,0.5517640185396393,14806.7,0.0037264482871918747,14806.7,0.0037264482871918747,14806.7,0.0037264482871918747,,,0.5810651652632675,9583.8,0.0060629934395883415,8523.6,0.006817133197982864,10103.8,0.0057509567218597705,,,0.5810651652632675,9443.7,0.006152939687445253,7752.1,0.007495583974191089,7548.8,0.007697450790367574,,,0.6150587900623959,9507.1,0.006469467977221192,7326.0,0.008395560879912585,5557.7,0.011066786441556687,,,0.6389032900425357,9625.0,0.006637956260182189,7191.4,0.008884268571384371,4801.4,0.013306604116352224,,,0.6389032900425357,8397.7,0.007608074711439271,6877.1,0.0092903009995861,4710.6,0.013563097907751362,,,0.6436304043014502,9375.4,0.006865098068364552,5543.5,0.011610542153900066,5017.4,0.012827966761698294,,,0.6717907591197785,8575.5,0.007833837783450277,6294.9,0.01067198460848907,2209.9,0.03039914743290549,,,0.6951518439340459,8596.6,0.008086357908173534,7221.4,0.009626275291966184,3922.1,0.017723970422325947,,,0.7092063877030788,8045.7,0.008814725725581103,7069.8,0.010031491523141797,2944.5,0.024085800227647437,,,0.7180367951432661,6766.1,0.010612269921273202,5261.4,0.013647257291657472,4153.4,0.017287927845699096,,,0.7334200021893511,6404.1,0.011452350871931279,4914.5,0.014923593492508925,4542.1,0.016147156649773255,,,0.7449457107646991,6827.0,0.010911757884351826,5946.2,0.012528097116893127,4504.7,0.01653707706983149,,,0.7647121194786478,6577.9,0.011625474991694126,4081.6,0.01873559681200137,3944.0,0.01938925252227809,,,0.7744911116963287,5480.8,0.01413098656576282,4207.9,0.018405644423496965,2171.3,0.03566946583596595,,,0.7930153055100155,5480.6,0.014469497965733961,4586.2,0.017291337174785565,3021.6,0.026244880378276922,,,0.8082044765479742,4626.5,0.017469025754846518,3209.5,0.025181631922354702,5352.7,0.015099005670931946,,,0.8152772985916246,1841.8,0.044265245878576644,,0.8152772985916246,1251.7,0.0651336021883538
2,76.718283,30.735031,0.03662922236372468,14281.5,0.00025648021821044484,14281.5,0.00025648021821044484,14281.5,0.00025648021821044484,,,0.0925024839990568,8687.5,0.0010647767942337475,7627.3,0.001212781508516209,9578.6,0.0009657202931436411,,,0.0925024839990568,8918.4,0.0010372094097490223,7226.9,0.0012799745949031648,7179.9,0.001288353375382064,,,0.17171108261193826,8981.8,0.001911766935491085,6429.7,0.002670592447733771,5032.4,0.0034121111718452084,,,0.17171108261193826,8950.3,0.0019184952751520985,6666.1,0.0025758851894201744,4061.1,0.004228191441036622,,,0.18500537881919196,7872.4,0.002350050541374828,5236.4,0.003533064296447788,3814.3,0.004850310117693731,,,0.18500537881919196,8850.1,0.002090432637136213,5018.2,0.0036866880319475505,4492.2,0.004118369146947865,,,0.2242147603627116,8050.3,0.0027851727309878087,5769.7,0.0038860731123405304,1929.6,0.011619753335546828,,,0.28717516911287366,7261.2,0.003954927134810687,4653.3,0.006171430363674675,3396.8,0.008454285477887236,,,0.3299858265953777,7520.4,0.004387875998555631,4858.9,0.006791368964073714,2927.9,0.011270392656695162,,,0.38145613102336406,6931.1,0.005503543896688319,4505.7,0.008466079211296005,3628.2,0.010513646740073978,,,0.38145613102336406,5504.2,0.006930273809515716,4120.5,0.009257520471383668,3645.8,0.010462892397371332,,,0.38522179977203697,5963.1,0.006460092900874326,5013.5,0.0076836900323533856,3979.5,0.00968015579273871,,,0.40414651468613777,5681.6,0.007113251807345426,3282.9,0.012310655660730993,3418.8,0.011821297375866905,,,0.45362542038775233,4721.5,0.009607654778942123,3409.3,0.013305529592225744,2561.0,0.017712823912055926,,,0.5057825947055001,4752.5,0.01064245333415045,2394.9,0.021119152979477227,3411.3,0.014826681754917484,,,0.5131772058239629,4101.2,0.012512854916218737,2453.8,0.020913571025509937,4827.5,0.010630289090087267,,,0.5140526704301405,1322.7,0.03886388980344299,,0.5608918023060504,971.4,0.0577405602538656
2,76.723448,30.733899,0.02012263184851626,13343.3,0.00015080701062343094,13343.3,0.00015080701062343094,13343.3,0.00015080701062343094,,,0.02012263184851626,8426.3,0.00023880744631114796,7366.1,0.000273178912158622,8640.4,0.00023289004963330701,,,0.056097414311063076,7980.2,0.0007029574986975649,6905.4,0.000812370236496989,6918.7,0.000810808595705307,,,0.0772030975901916,8043.6,0.0009598077675442786,6168.5,0.0012515700346954948,4094.2,0.0018856699132966538,,,0.0772030975901916,8689.1,0.0008885051108882576,6062.1,0.0012735371833224724,3799.9,0.0020317139290558068,,,0.1570670784341653,7263.9,0.0021622968162304727,4975.2,0.003157000290122313,3553.1,0.004420564533341739,,,0.17195150135092901,7911.9,0.0021733275363810087,5270.4,0.0032625892029244275,3554.0,0.004838252711055965,,,0.2485968780126315,7633.9,0.0032564859116916843,4831.5,0.005145335361950357,1900.3,0.013081980635301346,,,0.26026367459848915,7000.0,0.0037180524942641304,5946.9,0.004376459577233334,2458.6,0.010585848637374487,,,0.27853426053612756,7081.0,0.003933544139756074,6152.4,0.004527245636436636,2666.7,0.010444904208802175,,,0.2964390864465733,6669.9,0.0044444307477859235,4596.0,0.00644993660675747,2690.0,0.011020040388348449,,,0.34797659413069215,5243.0,0.006636974902359186,4110.7,0.008465142047113438,3384.6,0.01028117337737671,,,0.35998272360570893,5701.9,0.006313381918408056,4752.3,0.0075749158008902836,3438.5,0.010469179107334853,,,0.3700038826162231,5420.4,0.006826136126784427,3273.1,0.011304386747005074,2480.6,0.014915902709676009,,,0.3700038826162231,4460.3,0.00829549318692068,3399.5,0.010884067733967438,2354.7,0.015713419230314822,,,0.4318644726836632,4491.3,0.009615578400099373,2365.6,0.018256022686999628,3607.3,0.011971958880150338,,,0.4318644726836632,3162.7,0.013654930049756953,2702.6,0.01597959271381866,3889.3,0.011103912598248094,,,0.487542457462954,1280.1,0.0380862789987465,,0.522460677458124,940.3,0.05556319020080017
2,76.712239,30.733528,0.6565391118773696,15020.4,0.004370982875804703,15020.4,0.004370982875804703,15020.4,0.004370982875804703,,,0.6876042860122237,9698.2,0.00709001965325755,8638.0,0.007960225584767581,10317.5,0.006664446678092791,,,0.7049683727516007,9657.3,0.007299849572360813,7965.8,0.008849938144964733,8190.5,0.008607146972121369,,,0.7205592856766694,9720.7,0.007412627544072643,7440.4,0.009684415967913949,5771.4,0.012484999925090437,,,0.7432088817289352,9961.0,0.00746118744833787,7405.1,0.010036446256349477,5071.8,0.014653749787628359,,,0.7639178673980426,8611.4,0.008871006658592594,6247.1,0.012228359837333204,4824.9,0.015832822802504563,,,0.7716286092071472,7231.9,0.010669790915349317,5757.1,0.013403078098472273,5231.1,0.014750790640728473,,,0.7731992090762315,6432.1,0.012020945089103582,4533.2,0.01705636656393346,2668.5,0.02897504999348816,,,0.7913927337353889,8271.9,0.009567242516657465,4532.5,0.017460402288701354,4135.7,0.019135641698754476,,,0.8109608631385691,8259.3,0.009818760223488298,4738.0,0.017116100952692465,3938.6,0.020590079295652493,,,0.8175439040238782,7941.7,0.01029431864744171,4348.1,0.018802325246058696,4367.1,0.018720521719765477,,,0.8291959908009475,6514.9,0.012727685625273566,3999.6,0.020731972967320423,4656.5,0.01780727994847949,,,0.8432469733319322,6973.8,0.012091642624278474,6024.2,0.013997658997575319,4718.4,0.017871460099439053,,,0.8488741395376903,6692.3,0.012684340802679052,3162.1,0.026845265473504642,4157.7,0.02041691655332733,,,0.8514498987221972,5732.2,0.014853806544122628,3288.4,0.025892528242373106,2792.8,0.030487320922450486,,,0.8647624639706752,5763.1,0.015005161527141212,2783.2,0.03107079850426399,4363.1,0.019819909329849766,,,0.8704231527788003,4434.6,0.01962799695076896,2591.5,0.03358761924672199,5566.4,0.015637093144200927,,,0.8815809696369087,2256.9,0.03906158755979036,,0.8857897082549061,1741.9,0.05085192653165544
2,76.730074,30.734448,0.866452171726252,12705.1,0.006819719417605937,12705.1,0.006819719417605937,12705.1,0.006819719417605937,,,0.8703887687889063,7287.6,0.01194342127434143,6227.4,0.013976760265743429,8002.2,0.010876868471031793,,,0.8754216524921197,7342.0,0.011923476607084168,5650.5,0.015492817493887614,5447.2,0.016071039295273162,,,0.8769656750849377,7405.5,0.011842085950778986,5029.8,0.017435398526480926,3456.1,0.02537442999580272,,,0.8868833718314086,7523.4,0.011788332028489893,5089.8,0.01742471947485969,2699.8,0.032849965620838896,,,0.889394615671497,6296.1,0.014126119592628723,4775.5,0.01862411508054648,2414.3,0.03683861225495991,,,0.894696209049458,7273.7,0.012300427692226213,3441.8,0.025995008688751757,2915.8,0.030684416251096025,,,0.9008609965463688,6473.9,0.013915275128537186,4193.3,0.021483342392539736,1767.9,0.050956558433529545,,,0.9018012278051132,6494.9,0.013884759238866081,5119.8,0.017613993277181005,1353.2,0.06664212443135627,,,0.909870045689711,5944.1,0.015307112021831916,4968.2,0.018313877172612035,1277.7,0.07121155558344767,,,0.91818400756085,4664.5,0.019684510827759672,4650.3,0.019744618789343697,2063.9,0.04448781469842773,,,0.9213206978023464,4302.5,0.02141361296461003,4303.4,0.021409134586660467,2811.3,0.032772051997380085,,,0.9238612681258113,4725.4,0.019550964323143252,3844.6,0.024030101132128473,2837.9,0.03255439825666201,,,0.9278620400246244,4281.7,0.021670412220020658,3214.5,0.028864894696675202,2277.2,0.04074574214055087,,,0.9306230946565258,3379.2,0.02753974593562162,3340.9,0.02785546094335436,1808.4,0.05146113109138054,,,0.9374788618850167,3379.0,0.027744269366233105,2484.5,0.03773309969350037,3050.6,0.030730966429063682,,,0.9374788618850167,2524.8,0.03713081677301238,2597.1,0.03609714149955784,3685.9,0.02543419142909511,,,0.9411618003733755,1379.6,0.06821990434715682,,0.9459595946145654,1940.4,0.04875075214463849
2,76.737358,30.730679,0.9068326048570984,12768.9,0.007101885086868081,12768.9,0.007101885086868081,12768.9,0.007101885086868081,,,0.9087203910645839,7068.0,0.01285682500091375,6007.8,0.015125676471663236,8066.0,0.011266059894180312,,,0.9143483036018074,7405.8,0.012346381263358549,5714.3,0.016001055310393354,5510.9,0.01659163301097475,,,0.921203751435297,7469.2,0.012333365707643349,4810.3,0.01915065071690533,1677.0,0.05493164886316619,,,0.921203751435297,7587.2,0.012141550920435694,3584.6,0.025698927395952045,1493.2,0.06169325953892961,,,0.9280007542618436,6359.8,0.0145916656854279,4839.2,0.019176739011858235,2194.8,0.04228179124575558,,,0.9292179992010853,7337.5,0.012663959103251589,3505.6,0.026506675011441272,2979.5,0.031187044779361815,,,0.9359652326489931,6537.7,0.014316429824693595,4257.1,0.02198598183385387,2171.8,0.04309629029602142,,,0.9359794504293298,6558.7,0.014270807483637456,5183.6,0.018056552404300673,745.6,0.12553372457474915,,,0.9359794504293298,6007.8,0.015579404281589429,5031.9,0.01860091516980325,1799.9,0.05200174734314849,,,0.9374678241845487,4728.2,0.019827160953101577,4714.0,0.019886886384907695,2167.9,0.043243130411206636,,,0.94017631290739,2739.7,0.03431676143035333,4367.2,0.021528125868002155,2705.1,0.034755695275863745,,,0.9439266840989778,3349.1,0.02818448789522492,3908.4,0.024151230275790036,3254.9,0.029000174632061747,,,0.9466462869095784,2650.6,0.035714415110147835,3278.3,0.02887613357257049,2694.2,0.03513645189331076,,,0.947967639104558,2038.8,0.04649635271260339,3404.7,0.027842912418261756,2330.6,0.040674832193622154,,,0.947967639104558,2069.7,0.045802176117531915,2548.3,0.0372000015345351,3467.5,0.02733864856826411,,,0.9517009768050086,1317.6,0.07222988591416277,3001.0,0.031712794961846334,4102.9,0.0231958121525021,,,0.9530097751091415,1783.5,0.05343480656625408,,0.9546481962364133,2344.3,0.04072210025322754
2,76.724239,30.739403,0.3665604745696127,13288.7,0.0027584374285642144,13288.7,0.0027584374285642144,13288.7,0.0027584374285642144,,,0.4209870430838648,8958.7,0.004699197909114768,7898.4,0.005330029412081748,8585.8,0.00490329431251444,,,0.46035312278706036,7925.7,0.0058083591706355325,6234.1,0.007384435969699882,7451.0,0.006178407231070465,,,0.5077260892396533,7989.1,0.006355235123351233,6700.9,0.007576983528177609,4039.7,0.01256841075425535,,,0.5077260892396533,9221.5,0.005505894802794051,5673.4,0.008949238362175298,4332.2,0.011719821089507719,,,0.5118107612744749,6879.7,0.007439434296182609,5507.6,0.009292809232233185,4085.4,0.012527800491371099,,,0.541042708775995,7857.4,0.0068857727591314566,4025.5,0.013440385263346045,3499.4,0.015461013567354262,,,0.5726358445057017,7057.5,0.008113862479712387,4777.0,0.011987352826160806,2351.6,0.02435090340643399,,,0.5983330122747166,7532.3,0.007943563218070398,6479.2,0.009234674223279365,2404.1,0.024888025135173936,,,0.6065159553144713,6527.7,0.00929141895789438,6684.7,0.009073196333634589,1426.5,0.042517767635083865,,,0.6258349970791408,7202.2,0.008689497612939669,5233.9,0.01195733577407174,2635.4,0.023747248883628322,,,0.6281277320414668,5775.4,0.010875917374406394,6051.1,0.010380389219174477,3917.0,0.016035939036034383,,,0.6338109228290885,6234.2,0.010166676122503103,5284.6,0.011993545828049207,2986.7,0.02122111101982417,,,0.6454218641424531,5952.8,0.010842324017982345,4890.7,0.013196921997719204,2426.1,0.026603267142428305,,,0.6617149047297082,4992.7,0.013253648421289246,5017.1,0.013189191061164979,1920.6,0.03445355121991608,,,0.6688907681679064,5023.6,0.013314968711042008,3068.2,0.021800755106182988,3199.4,0.020906756522094967,,,0.6688907681679064,3108.5,0.021518120256326406,3180.7,0.021029671712764687,3834.8,0.017442650677164554,,,0.6688907681679064,3197.7,0.02091787122519018,,0.6748060886234736,1692.3,0.03987508648723474
