Ward,x,y,fill_ratio_0,distance_from_0_0,fill_per_m_0_0_0,distance_from_0_1,fill_per_m_0_0_1,fill_ratio_1,distance_from_26_0,fill_per_m_1_26_0,distance_from_87_1,fill_per_m_1_87_1,fill_ratio_2,distance_from_17_0,fill_per_m_2_17_0,distance_from_88_1,fill_per_m_2_88_1,fill_ratio_3,distance_from_22_0,fill_per_m_3_22_0,distance_from_74_1,fill_per_m_3_74_1,fill_ratio_4,distance_from_98_1,fill_per_m_4_98_1,fill_ratio_5,distance_from_81_1,fill_per_m_5_81_1,fill_ratio_6,distance_from_83_1,fill_per_m_6_83_1,fill_ratio_7,distance_from_93_1,fill_per_m_7_93_1,fill_ratio_8,distance_from_46_1,fill_per_m_8_46_1
0,76.77424,30.748268,0.3745401188473625,1.0,37.454011884736246,1.0,37.454011884736246,0.40723496018134686,0.6108104643390198,66.67124811328023,0.5092712139109414,79.96426050747921,0.0,0.3845287476306898,0.0,0.1725498814200295,255.59344913514488,0.0,0.2087373751247608,0.0,0.7648545449550861,0.0,0.0,0.15038137882408958,0.0,0.0,0.7003268961349339,0.0,0.0,0.415350383210175,0.0,0.0,0.24542849032588893,0.0,0.0,0.7799815033559506,0.0
0,76.774077,30.720803,0.9507143064099162,0.7962882048369125,119.39324237568377,0.7962882048369125,119.39324237568377,0.9508395863391199,0.5069582504970179,187.55776938375578,0.3858169663338649,246.44836005379693,0.9538629873060162,0.7805037904441482,122.21119217924839,0.8460773818626701,112.73945004959855,0.0,0.49711620387564714,0.0,0.4035239114761977,237.32819491738866,0.0,0.7901164441919909,0.0,0.0,0.31382037445655736,0.0,0.0,0.2840757651890852,0.0,0.0,0.9346885718655102,0.0,0.0,0.4215694841937387,0.0
0,76.813366,30.729052,0.7319939418114051,0.8434704597462035,86.78358955589965,0.8434704597462035,86.78358955589965,0.0,0.3644684834616185,0.0,0.26798158934886623,273.465152889356,0.0,0.5271349074266695,0.0,0.7681246099438319,0.0,0.0,0.7688267110463907,0.0,0.7565009361348034,0.0,0.0,0.9656360515914292,0.0,0.0,0.7886285625130018,0.0,0.0,0.8506084876222176,0.0,0.0,0.9359527771999169,0.0,0.0,0.777980029124194,0.0
0,76.784379,30.732329,0.5986584841970366,1.0,59.86584841970366,1.0,59.86584841970366,0.6112748947917267,0.4392170786915805,139.17375358278488,0.3161754915449825,193.33405375753492,0.6112748947917267,0.3806533220895655,160.58572441616502,0.4430118503395322,137.98161252870202,0.0,0.26925125382805914,0.0,0.6258821179707958,103.22808598651119,0.0,0.5668745284274999,0.0,0.0,0.5514513337179885,0.0,0.0,0.33905507966801296,0.0,0.0,0.5313235098308997,0.0,0.0,0.644212418445697,0.0
0,76.782044,30.751951,0.15601864044243652,1.0,15.601864044243651,1.0,15.601864044243651,0.23261555909773732,0.5546093711588574,41.94223379451498,0.4502876247603127,51.65932757347222,0.0,0.2854417621318649,0.0,0.25686611927823394,106.0441022394657,0.0,0.2596784502679581,0.0,0.851103790746841,0.0,0.0,0.3575790353508039,0.0,0.0,0.7762525197895669,0.0,0.0,0.4727076060769949,0.0,0.0,0.3351295540587049,0.0,0.0,0.8673484438762967,0.0
0,76.783378,30.716465,0.15599452033620265,0.7479769647023781,20.855524661548003,0.7479769647023781,20.855524661548003,0.19063106391645443,0.3898128382068213,48.903228737508165,0.3021769349153552,63.08590825102299,0.19063106391645443,0.7506205629747307,25.396461717086208,0.8251253537208956,23.103285222882235,0.0,0.4286228466464777,0.0,0.4166956262721541,45.958780867116914,0.0,0.761530060070496,0.0,0.0,0.36568534974929257,0.0,0.0,0.33188949014545993,0.0,0.0,0.9257930794817059,0.0,0.0,0.43721143821675024,0.0
0,76.795277,30.745213,0.05808361216819946,1.0,5.8083612168199465,1.0,5.8083612168199465,0.0,0.5429733645380587,0.0,0.42474088933467063,18.748956911396718,0.0,0.1711913518332776,0.0,0.3886437089044913,0.0,0.0,0.3381812102975593,0.0,0.8803298785244622,0.0,0.0,0.5027861361863368,0.0,0.0,0.798974701883428,0.0,0.0,0.45495375013930683,0.0,0.0,0.4773431405327092,0.0,0.0,0.8987406664437757,0.0
0,76.801987,30.752503,0.8661761457749352,0.9591201326270673,90.3094530403032,0.9591201326270673,90.3094530403032,0.0,0.5905240386559379,0.0,0.4992620597630504,174.26794093015712,0.0,0.0,,0.2651025029315434,0.0,0.0,0.41534915692855123,0.0,0.8953236828272209,0.0,0.0,0.4977356354373054,0.0,0.0,0.8453560308924023,0.0,0.0,0.5384840887954389,0.0,0.0,0.4746573126844851,0.0,0.0,0.9120334802474628,0.0
0,76.80957,30.744244,0.6011150117432088,0.9656761427167689,62.24809593535902,0.9656761427167689,62.24809593535902,0.0,0.5424841030506331,0.0,0.4405290324037995,144.8711000894768,0.0,0.15869842668202713,0.0,0.4288957408599601,0.0,0.0,0.5349281107760422,0.0,0.8830345949242707,0.0,0.0,0.6831001027795661,0.0,0.0,0.8272060899716509,0.0,0.0,0.6239058493996996,0.0,0.0,0.657314855600357,0.0,0.0,0.9017043336834616,0.0
0,76.804139,30.741704,0.7080725777960455,1.0,70.80725777960456,1.0,70.80725777960456,0.0,0.5223349493879337,0.0,0.40016352476478917,176.9458068953789,0.0,0.18214585948386056,0.0,0.39558022501928897,0.0,0.0,0.5010767299653373,0.0,0.8695602105093451,0.0,0.0,0.6200237226067229,0.0,0.0,0.7939472805370982,0.0,0.0,0.5735112912698503,0.0,0.0,0.5937330861268814,0.0,0.0,0.888595875030229,0.0
0,76.778147,30.738008,0.020584494295802447,1.0,2.0584494295802447,1.0,2.0584494295802447,0.10593669575980065,0.526259533485498,20.13012383037806,0.402794633413127,26.30042383190009,0.0,0.4574736959305239,0.0,0.3560318432333129,47.25822102932156,0.0,0.0,,0.713566776150977,0.0,0.0,0.47058954517619556,0.0,0.0,0.6322885932193953,0.0,0.0,0.28859321939542393,0.0,0.0,0.44464733062406053,0.0,0.0,0.7319712742860324,0.0
