Ward,x,y,fill_ratio,distance_from_0,fill_p_m,fill_ratio_0,distance_from_0_0.0516817211686077,fill_per_m_0,fill_ratio_1,distance_from_22,fill_per_m_1,fill_ratio_2,distance_from_1,fill_per_m_2,fill_ratio_3,distance_from_3,fill_per_m_3,fill_ratio_4,distance_from_11,fill_per_m_4,fill_ratio_5,distance_from_26,fill_per_m_5,fill_ratio_6,distance_from_29,fill_per_m_6
0,76.77424,30.748268,0.3745401188473625,0.5357636946987313,69.90770792298133,0.3745401188473625,1.0,37.454011884736246,0.0,0.2087373751247608,0.0,0.0,0.0,,0.0,0.5977437756961422,0.0,0.0,0.4878993489547565,0.0,0.0,0.6108104643390198,0.0,0.0,0.3191861476618228,0.0
0,76.774077,30.720803,0.9507143064099162,0.35762222941747857,265.8431798153347,0.9507143064099162,0.7962882048369125,119.39324237568377,0.9542928979091432,0.49711620387564714,191.9657598101264,0.9542928979091432,0.5208856749612216,183.20582495961082,0.9565938723684695,0.6102615078758219,156.7514680219878,0.9571012814959557,0.2041705809101435,468.7753138720709,0.9588546987108478,0.5069582504970179,189.13878958884564,0.0,0.5613352849933367,0.0
0,76.813366,30.729052,0.7319939418114051,0.318257635965816,230.00043332503995,0.7319939418114051,0.8434704597462035,86.78358955589965,0.7319939418114051,0.7688267110463907,95.20922352127238,0.0,0.8487492198876638,0.0,0.0,0.0,,0.0,0.5376794258373205,0.0,0.0,0.3644684834616185,0.0,0.0,0.4968665487830248,0.0
0,76.784379,30.732329,0.6011150117432088,0.4421354212659072,135.95721646144446,0.6011150117432088,1.0,60.11150117432088,0.6139972606348711,0.26925125382805914,228.0387749009195,0.6514348490310097,0.36731614220407444,177.3499103856655,0.6528051332268724,0.4890928054680218,133.47265098332232,0.6528051332268724,0.29027783942124186,224.8897589042416,0.6582266712507556,0.4392170786915805,149.86363308357696,0.0,0.22738671164173807,0.0
0,76.782044,30.751951,0.7080725777960455,0.49890108811899647,141.92644487220642,0.7080725777960455,1.0,70.80725777960456,0.7159789138921085,0.2596784502679581,275.71749336662367,0.741289257395118,0.12847239293967255,577.002763343257,0.7575337149998267,0.5727715226903978,132.257573044409,0.765654047020987,0.5506170411524657,139.05382321957188,0.0,0.5546093711588574,0.0,0.0,0.21527115394070503,0.0
0,76.783378,30.716465,0.020584494295802447,0.2956563545560691,6.962304032568577,0.020584494295802447,0.7479769647023781,2.7520224909590723,0.028268633936608126,0.4286228466464777,6.595223319937426,0.12475813771519463,0.6613091396514919,18.865327913196822,0.0,0.5132552251402472,0.0,0.0,0.0,,0.0,0.3898128382068213,0.0,0.0,0.5015886412153105,0.0
0,76.795277,30.745213,0.18340450985343382,0.44020251376092784,41.66366708960686,0.18340450985343382,1.0,18.34045098534338,0.0,0.3381812102975593,0.0,0.0,0.40726624317396637,0.0,0.0,0.46265463055834166,0.0,0.0,0.5402986737991754,0.0,0.0,0.5429733645380587,0.0,0.0,0.15645826367992868,0.0
0,76.801987,30.752503,0.3042422429595377,0.46546767531078603,65.36270059062632,0.3042422429595377,0.9591201326270673,31.720973484959217,0.0,0.41534915692855123,0.0,0.0,0.4245077028830213,0.0,0.0,0.40983987707735237,0.0,0.0,0.6113683231571712,0.0,0.0,0.5905240386559379,0.0,0.0,0.267720674457159,0.0
0,76.80957,30.744244,0.43194501864211576,0.4194507402937627,102.97872363739366,0.43194501864211576,0.9656761427167689,44.72980117608688,0.0,0.5349281107760422,0.0,0.0,0.6028981578739313,0.0,0.0,0.35196918871909555,0.0,0.0,0.5771354996103412,0.0,0.0,0.5424841030506331,0.0,0.0,0.3152847897536679,0.0
0,76.804139,30.741704,0.6118528947223795,0.42600987058350265,143.62411224987088,0.6118528947223795,1.0,61.18528947223795,0.0,0.5010767299653373,0.0,0.0,0.570885682370418,0.0,0.0,0.38557297004733,0.0,0.0,0.5249835899443785,0.0,0.0,0.5223349493879337,0.0,0.0,0.2588412773356979,0.0
