Ward,x,y,fill_ratio,distance_from_0,fill_p_m,fill_ratio_0,distance_from_0_0.531354631568148,fill_per_m_0,fill_ratio_1,distance_from_248,fill_per_m_1,fill_ratio_2,distance_from_141,fill_per_m_2,fill_ratio_3,distance_from_34,fill_per_m_3,fill_ratio_4,distance_from_243,fill_per_m_4
1,76.702343,30.687719,0.9695846277645586,0.7388808759897566,131.22340275294937,0.9695846277645586,1.0,0.9695846277645586,0.9722950727163763,0.2981767721031524,3.260800852656681,0.9747135628069261,0.19253445940562505,5.062540834591239,0.9757220435269578,0.21913924521286485,4.452520782296081,0.0,0.3785953310493188,0.0
1,76.705985,30.680949,0.9539285770025874,0.6946496727793641,137.3251315567201,0.9539285770025874,1.0,0.9539285770025874,0.9564802625041456,0.2701488742619848,3.5405672709802625,0.9599903954470742,0.28394163676940026,3.380942669661085,0.9621253181353718,0.2615893104324981,3.67799936681145,0.0,0.4795968812678324,0.0
1,76.728325,30.672599,0.9367299887367345,0.5398110264033202,173.52924318312387,0.9367299887367345,1.0,0.9367299887367345,0.9404269460464006,0.4041478088590799,2.3269381286545907,0.9404269460464006,0.46509260773942607,2.0220208414348453,0.944983589227206,0.6848428667502773,1.3798546135281382,0.9464797590114302,0.8138847992438701,1.1629161275536117
1,76.733428,30.670581,0.9132405525564713,0.5077954061558688,179.84419344592303,0.9132405525564713,0.960961072479645,0.9503408397178498,0.9132405525564713,0.3472932700788206,2.6295947294032076,0.9218095056196153,0.5410674663225423,1.703686809862828,0.9218095056196153,0.7655529044776397,1.2041094746398935,0.9253260436819917,0.6980587301439938,1.3255704767006034
1,76.707739,30.67142,0.8985541885270792,0.6795052934192839,132.2365251940183,0.8985541885270792,1.0,0.8985541885270792,0.8985541885270792,0.34475016063938085,2.6063923708131185,0.9057119531201793,0.3701564519273116,2.4468355161833997,0.907557905509396,0.31690359471225693,2.8638296335308002,0.9159372031805846,0.5697824690092341,1.607520857518241
1,76.733171,30.68394,0.8960912999234932,0.5289543657217988,169.40805445488817,0.8960912999234932,1.0,0.8960912999234932,0.8980460424398713,0.29313399059552403,3.0636025546386563,0.9038364688330953,0.4144925385592788,2.180585619163885,0.9100628143185342,0.676231902876063,1.3457850930249984,0.9106506991435495,0.5715955147883993,1.5931732765269615
1,76.705889,30.715948,0.8971102599525771,0.7375268595649487,121.63763913381585,0.8971102599525771,1.0,0.8971102599525771,0.9034907881308504,0.30681939123031077,2.94469910949225,0.9034907881308504,0.1681766177096637,5.372273508857316,0.9034907881308504,0.30840251170710936,2.929583105953747,0.908629138173772,0.06568619625372499,13.832877986480222
1,76.70779,30.689305,0.8948273504276488,0.7031515222873066,127.25953397879779,0.8948273504276488,1.0,0.8948273504276488,0.8985436494330282,0.2867458783637645,3.1335887182069273,0.8985436494330282,0.1777728163874722,5.054449086718465,0.9079490036094829,0.231334900822583,3.924825006434345,0.9082584201483973,0.37328802963810537,2.4331303123460297
1,76.698487,30.722642,0.877339353380981,0.8556108282067131,102.53953368259833,0.877339353380981,1.0,0.877339353380981,0.878292851464463,0.4087072692453242,2.1489533403362904,0.878292851464463,0.20917284955792806,4.198885530893099,0.8896656058956006,0.3188709104044586,2.790049442789062,0.8934979974404982,0.15651984450076262,5.708528527423529
1,76.68913,30.720583,0.8661761457749352,0.8442292408677479,102.59963808936882,0.8661761457749352,1.0,0.8661761457749352,0.8661761457749352,0.4353579024441268,1.9895725813455263,0.8755092925926998,0.24085631602803254,3.6349858165679243,0.8767718876606476,0.2903954999244564,3.0192337274122063,0.8849516426624225,0.15592785002847415,5.675391807818941
1,76.734448,30.696438,0.8607305832563434,0.523082055357686,164.54982051865107,0.8607305832563434,1.0,0.8607305832563434,0.8607305832563434,0.11496473589435774,7.486909586321127,0.8736045951533579,0.3471638655462185,2.516404159110429,0.8768501329765743,0.6851928271308524,1.2797129483218026,0.8768501329765743,0.4901429321728692,1.7889682282867578
1,76.697373,30.717857,0.8287375091519293,0.8021173677135766,103.31873395463722,0.8287375091519293,1.0,0.8287375091519293,0.8315225273605589,0.376325671857225,2.209582256923551,0.8460460040751672,0.15132536605056818,5.590906707553875,0.8508387104998905,0.30014311751538203,2.8347766810154686,0.8648124751468428,0.10731978813714817,8.058276019345705
1,76.724498,30.659777,0.8511366715168569,0.5884673122773968,144.6361851812834,0.8511366715168569,1.0,0.8511366715168569,0.8591171804650273,0.4458616780045351,1.9268693024034436,0.8591171804650273,0.5601824062958516,1.5336382771209311,0.8634463681323891,0.7617630385487528,1.1334841997287697,0.8634463681323891,0.7683239962651728,1.1238050253924212
1,76.708249,30.663889,0.835302495589238,0.7452683012980896,112.08077602848921,0.835302495589238,1.0,0.835302495589238,0.8487054964740021,0.38804191845386204,2.187149006621852,0.8487054964740021,0.425740879708256,1.9934789843427474,0.8487054964740021,0.3891346419684822,2.181007304260366,0.855041609202935,0.5932106323314508,1.4413794402882325
