Ward,x,y,fill_ratio_0,distance_from_0_0,fill_per_m_0,fill_ratio_1,distance_from_0_1,fill_per_m_1,fill_ratio_2,distance_from_0_2,fill_per_m_2
1,76.743765,30.680904,0.0,0.7941458568834994,0.0,0.32866454536991596,0.7941458568834994,41.38591702281346,0.9265876251614944,0.7941458568834994,116.6772598673173
1,76.748676,30.682277,0.0,0.7154366821183903,0.0,0.8584127518430118,0.7154366821183903,119.98444772237187,0.822537242923169,0.7154366821183903,114.96995659876659
1,76.724151,30.674408,0.34080354025301784,1.0,34.08035402530179,0.8685991281894603,1.0,86.85991281894603,0.0,1.0,0.0
1,76.71782,30.664171,0.0,1.0,0.0,0.8264574661077416,1.0,82.64574661077417,0.9966368370739054,1.0,99.66368370739053
1,76.733428,30.670581,0.7350710438038858,0.960961072479645,76.4933216188584,0.75237452943768,0.960961072479645,78.29396538366197,0.0,0.960961072479645,0.0
1,76.712171,30.668876,0.09783416065100148,1.0,9.783416065100148,0.9504114840765587,1.0,95.04114840765587,0.0,1.0,0.0
1,76.716695,30.700924,0.5492266647061205,1.0,54.92266647061205,0.3742707957561203,1.0,37.427079575612034,0.0,1.0,0.0
1,76.68913,30.720583,0.46559801813246016,1.0,46.55980181324602,0.906354385094736,1.0,90.6354385094736,0.0,1.0,0.0
1,76.738767,30.665791,0.0,0.8461958485566307,0.0,0.7508710677914974,0.8461958485566307,88.73490328181943,0.8129010091300776,0.8461958485566307,96.06535065335707
1,76.717025,30.708136,0.25024289816459533,1.0,25.024289816459532,0.0,1.0,0.0,0.949799913291924,1.0,94.9799913291924
1,76.720965,30.675272,0.7764129607419968,1.0,77.64129607419969,0.44844552197831977,1.0,44.84455219783198,0.0,1.0,0.0
1,76.714146,30.697422,0.5426446347075766,1.0,54.26446347075766,0.8127995672575026,1.0,81.27995672575025,0.0,1.0,0.0
1,76.695929,30.704942,0.040728802318970136,1.0,4.072880231897013,0.0,1.0,0.0,0.9327284833540133,1.0,93.27284833540132
1,76.722244,30.707777,0.2865412521282844,1.0,28.65412521282844,0.0,1.0,0.0,0.9208724005318132,1.0,92.08724005318132
1,76.736689,30.682809,0.0,0.936280631643216,0.0,0.7545428740846823,0.936280631643216,80.58939260127859,0.8496473906774115,0.936280631643216,90.74708607249953
1,76.716714,30.6946,0.4389714207056361,1.0,43.89714207056361,0.49262510429085915,1.0,49.262510429085914,0.0,1.0,0.0
1,76.683038,30.698,0.018221825651549728,1.0,1.8221825651549728,0.1626169393448913,1.0,16.26169393448913,0.0,1.0,0.0
1,76.703663,30.693716,0.1629344270814297,1.0,16.29344270814297,0.6275580800840634,1.0,62.75580800840635,0.0,1.0,0.0
1,76.732203,30.688969,0.28185477477339993,1.0,28.185477477339994,0.04315991195057611,1.0,4.315991195057611,0.8735786241067772,1.0,87.35786241067773
1,76.680626,30.706793,0.2820345725713065,1.0,28.203457257130648,0.0,1.0,0.0,0.8660638895004084,1.0,86.60638895004084
1,76.690413,30.677268,0.6967371653641506,1.0,69.67371653641507,0.8877041827582998,1.0,88.77041827582998,0.8647223762550532,1.0,86.47223762550531
1,76.708249,30.663889,0.17320186991001518,1.0,17.320186991001517,0.45454106476777323,1.0,45.454106476777326,0.8623637087467452,1.0,86.23637087467452
1,76.720789,30.68214,0.3881699262065219,1.0,38.816992620652194,0.6492103021160636,1.0,64.92103021160635,0.8521815003185401,1.0,85.21815003185401
1,76.726063,30.663494,0.8554605840110072,1.0,85.54605840110072,0.9053819764192637,1.0,90.53819764192636,0.8421189231357087,1.0,84.21189231357087
1,76.700787,30.725808,0.0,1.0,0.0,0.9025529066795667,1.0,90.25529066795667,0.8383287047111379,1.0,83.83287047111378
1,76.696593,30.678177,0.806834739267264,1.0,80.6834739267264,0.0,1.0,0.0,0.8105533307818329,1.0,81.0553330781833
1,76.722183,30.687605,0.7145959227000623,1.0,71.45959227000624,0.057558760016644284,1.0,5.755876001664428,0.7994103989090426,1.0,79.94103989090426
1,76.702839,30.705454,0.06936130087516545,1.0,6.9361300875165455,0.46369840493998216,1.0,46.36984049399822,0.7836530127411431,1.0,78.3653012741143
1,76.724498,30.659777,0.023271935735825866,1.0,2.3271935735825866,0.6847311725538793,1.0,68.47311725538793,0.7723183917356393,1.0,77.23183917356393
1,76.664354,30.708365,0.02535074341545751,1.0,2.535074341545751,0.8137950197069487,1.0,81.37950197069486,0.7689874151805105,1.0,76.89874151805105
1,76.744026,30.670257,0.6424192782063156,0.8315880439202927,77.25210612430247,0.29321077169806453,0.8315880439202927,35.25913748300218,0.6334008543167258,0.8315880439202927,76.16762397529574
