Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_ratio_1,distance_from_228_0_0,fill_per_m_1_228_0_0,distance_from_85_1_0,fill_per_m_1_85_1_0,distance_from_129_2_0,fill_per_m_1_129_2_0,fill_per_m_1_85_1_1,fill_per_m_1_129_2_2,fill_ratio_2,distance_from_119_0_0,fill_per_m_2_119_0_0,distance_from_32_1_0,fill_per_m_2_32_1_0,distance_from_199_2_0,fill_per_m_2_199_2_0,fill_per_m_2_32_1_1,fill_per_m_2_199_2_2,fill_ratio_3,distance_from_268_0_0,fill_per_m_3_268_0_0,distance_from_240_1_0,fill_per_m_3_240_1_0,distance_from_152_2_0,fill_per_m_3_152_2_0,fill_per_m_3_240_1_1,fill_per_m_3_152_2_2,fill_ratio_4,distance_from_145_0_0,fill_per_m_4_145_0_0,distance_from_132_1_0,fill_per_m_4_132_1_0,distance_from_285_2_0,fill_per_m_4_285_2_0,fill_per_m_4_132_1_1,fill_per_m_4_285_2_2,fill_ratio_5,distance_from_250_0_0,fill_per_m_5_250_0_0,distance_from_271_1_0,fill_per_m_5_271_1_0,distance_from_27_2_0,fill_per_m_5_27_2_0,fill_per_m_5_271_1_1,fill_per_m_5_27_2_2,fill_ratio_6,distance_from_104_0_0,fill_per_m_6_104_0_0,distance_from_3_1_0,fill_per_m_6_3_1_0,distance_from_251_2_0,fill_per_m_6_251_2_0,fill_per_m_6_3_1_1,fill_per_m_6_251_2_2,fill_ratio_7,distance_from_107_0_0,fill_per_m_7_107_0_0,distance_from_162_1_0,fill_per_m_7_162_1_0,distance_from_21_2_0,fill_per_m_7_21_2_0,fill_per_m_7_162_1_1,fill_per_m_7_21_2_2,fill_ratio_8,distance_from_218_0_0,fill_per_m_8_218_0_0,distance_from_276_1_0,fill_per_m_8_276_1_0,distance_from_217_2_0,fill_per_m_8_217_2_0,fill_per_m_8_276_1_1,fill_per_m_8_217_2_2,fill_ratio_9,distance_from_60_0_0,fill_per_m_9_60_0_0,distance_from_19_1_0,fill_per_m_9_19_1_0,distance_from_98_2_0,fill_per_m_9_98_2_0,fill_per_m_9_19_1_1,fill_per_m_9_98_2_2,fill_ratio_10,distance_from_23_0_0,fill_per_m_10_23_0_0,distance_from_273_1_0,fill_per_m_10_273_1_0,distance_from_40_2_0,fill_per_m_10_40_2_0,fill_per_m_10_273_1_1,fill_per_m_10_40_2_2,fill_ratio_11,distance_from_139_0_0,fill_per_m_11_139_0_0,distance_from_211_1_0,fill_per_m_11_211_1_0,distance_from_93_2_0,fill_per_m_11_93_2_0,fill_per_m_11_211_1_1,fill_per_m_11_93_2_2,fill_ratio_12,distance_from_261_0_0,fill_per_m_12_261_0_0,distance_from_231_1_0,fill_per_m_12_231_1_0,distance_from_49_2_0,fill_per_m_12_49_2_0,fill_per_m_12_231_1_1,fill_per_m_12_49_2_2,fill_ratio_13,distance_from_16_0_0,fill_per_m_13_16_0_0,distance_from_138_1_0,fill_per_m_13_138_1_0,distance_from_133_2_0,fill_per_m_13_133_2_0,fill_per_m_13_138_1_1,fill_per_m_13_133_2_2,fill_ratio_14,distance_from_10_0_0,fill_per_m_14_10_0_0,distance_from_1_1_0,fill_per_m_14_1_1_0,distance_from_137_2_0,fill_per_m_14_137_2_0,fill_per_m_14_1_1_1,fill_per_m_14_137_2_2,fill_ratio_15,distance_from_35_1_0,fill_per_m_15_35_1_0,distance_from_59_2_0,fill_per_m_15_59_2_0,fill_per_m_15_35_1_1,fill_per_m_15_59_2_2,fill_ratio_16,distance_from_282_2_0,fill_per_m_16_282_2_0
0,76.778147,30.738008,0.8834647629860607,8981.5,0.009836494605422932,8981.5,0.009836494605422932,8981.5,0.009836494605422932,,,0.8946148523132962,7444.4,0.012017286179051317,6256.9,0.014298052586956739,4541.1,0.01970039973383753,,,0.8963186291317515,7241.4,0.012377698085062993,6017.3,0.014895694566196658,4159.9,0.02154663884063924,,,0.9038568533060828,7239.2,0.012485590304261284,5183.6,0.01743685572393863,4459.3,0.02026902996672309,,,0.9109991497482741,6270.2,0.014529028575615995,4431.7,0.020556426422101544,4411.2,0.020651957511522358,,,0.9109991497482741,6728.6,0.013539208003868175,5368.5,0.016969342455961146,4598.9,0.019809066292989067,,,0.9142069791551866,5890.5,0.015520023413210874,5913.2,0.015460444076898915,3370.6,0.027122974519527283,,,0.9162017182987896,5658.4,0.016191886722373632,4733.3,0.019356510643711355,4351.2,0.02105629983220237,,,0.9224930389545203,5350.4,0.01724157145175165,4801.4,0.01921300118620653,3551.0,0.02597840154757872,,,0.9282197700307556,5004.3,0.01854844373899957,4736.2,0.019598407373648825,4226.6,0.02196138196258826,,,0.9282197700307556,4027.4,0.023047618067009872,4691.0,0.019787247282685046,4204.7,0.02207576688065155,,,0.9353445449850953,3822.3,0.024470725609844736,3741.0,0.025002527265038633,3993.6,0.02342108736441044,,,0.9374363455881363,3345.3,0.028022489629872843,3414.5,0.02745457155039204,2863.5,0.032737431310917976,,,0.9422320205990706,3034.5,0.031050651527403876,3541.4,0.026606201519146964,2826.7,0.03333328689281037,,,0.9425114022086345,2640.8,0.03569037421268685,2279.6,0.04134547298686763,2571.9,0.036646502671512676,,,0.9470094584906228,3685.9,0.02569276047886874,2407.0,0.039343974179086943,,,0.951302545977302,1190.2,0.07992795714815173
0,76.774891,30.736846,0.7070864772666982,8896.6,0.00794782812834901,8896.6,0.00794782812834901,8896.6,0.00794782812834901,,,0.726940542492493,7399.1,0.009824715742353704,6305.8,0.011528125574748532,4522.5,0.01607386495284672,,,0.7442624429670693,7318.2,0.01017002053738719,6086.6,0.012227884910575188,4291.5,0.01734271100936897,,,0.7689931668529368,7193.9,0.01068951704712238,5315.2,0.014467812440791256,4436.7,0.017332548219463496,,,0.7871823452040506,6321.2,0.012453052350883545,4933.6,0.015955536427842764,4542.8,0.017328131223123416,,,0.7871823452040506,6860.2,0.011474626763127178,5500.1,0.014312146055599908,4771.4,0.016497932372135028,,,0.799884406874032,5941.5,0.013462667792207894,5828.3,0.013724146095328517,3502.3,0.022838831821204122,,,0.799884406874032,5630.2,0.014207033620014067,4841.8,0.016520393384155313,4266.3,0.01874890201987746,,,0.8164311360100667,5482.0,0.014892943013682353,4933.0,0.016550398054126628,4112.0,0.01985484280180123,,,0.8164311360100667,5144.5,0.015869980289825378,4651.3,0.017552751618043698,4111.2,0.01985870636335052,,,0.8308100480997515,4227.4,0.019652979327713288,5242.6,0.015847290430316092,4241.6,0.01958718521547886,,,0.8308100480997515,3895.1,0.02132962050010915,4317.2,0.01924418716065393,4984.5,0.016667871363221013,,,0.8328101884016658,3477.0,0.02395197550766942,2804.8,0.029692319894526017,3983.2,0.020908068598153893,,,0.8412688501983978,2949.6,0.028521455458312917,3510.9,0.023961629502361154,2335.6,0.03601938903058734,,,0.8555928011585758,3674.5,0.023284604739653717,3403.3,0.02514009347276396,2606.3,0.03282787097258857,,,0.8682184284635007,4202.1,0.02066153657608102,2488.4,0.03489062966016318,,,0.8682184284635007,1838.2,0.047231989362610194
0,76.786322,30.7382,0.8459214396777321,9090.7,0.009305349859501821,9090.7,0.009305349859501821,9090.7,0.009305349859501821,,,0.8516194690847916,7650.2,0.011131989609223177,6500.0,0.01310183798591987,4746.9,0.01794053949071587,,,0.8630689101567384,7447.2,0.011589173248425427,6280.7,0.013741603804619524,4089.8,0.021102961273332152,,,0.868279380628453,7445.0,0.011662584024559476,4852.1,0.017894919326239215,3904.1,0.022240193146396175,,,0.8743245735385361,5938.6,0.014722738920596369,4637.5,0.018853360076302665,2969.3,0.029445477841192738,,,0.883022238611789,6433.9,0.013724525382921541,3926.5,0.02248878743440186,3437.6,0.02568717240550934,,,0.8917743265256038,5696.8,0.01565395180672665,4508.6,0.01977940661237643,1986.8,0.04488495704276242,,,0.8947869881658025,4310.6,0.020757829261954307,3349.5,0.026714046519355203,2508.0,0.03567731212782307,,,0.8993971973279216,3908.5,0.0230113137348835,3417.6,0.026316631476121302,3485.0,0.025807667068233044,,,0.9060240813904687,3847.2,0.023550220456188105,3337.1,0.027150042893244696,4096.6,0.0221164888295286,,,0.9060240813904687,2896.0,0.031285361926466464,4555.5,0.01988857603754733,4227.0,0.021434210584113288,,,0.9153128584785352,2438.5,0.03753589741556428,3675.0,0.024906472339551976,4857.9,0.01884173940341578,,,0.9161888124308689,1961.5,0.04670858080198159,3348.4,0.027361988186323884,3968.7,0.023085363278425402,,,0.9167087499141363,1635.4,0.05605409990914371,3475.4,0.026377071701505904,3032.5,0.03022947237969122,,,0.9213288074842395,2360.3,0.03903439425006311,3388.8,0.027187464810087332,2777.7,0.033168765794874884,,,0.9213288074842395,2825.5,0.03260763785114987,2473.8,0.03724346379999351,,,0.9272280449856629,2562.1,0.0361901582680482
0,76.781129,30.727619,0.7753461504031356,7370.2,0.010520015066119447,7370.2,0.010520015066119447,7370.2,0.010520015066119447,,,0.7967056252914836,5994.8,0.013289945040559878,5903.9,0.01349456503822022,3035.6,0.026245408660280786,,,0.8093575137749256,5791.8,0.013974196515330738,6242.8,0.012964655503538886,2918.7,0.027730068652993652,,,0.8191537630363488,5866.4,0.013963482937344006,4569.4,0.01792694364766378,3771.5,0.02171957478553225,,,0.8191537630363488,5656.0,0.014482916602481412,4268.5,0.019190670330006997,3883.2,0.021094812603943882,,,0.8288409110660244,6954.1,0.011918737306999098,4455.6,0.018602228904435414,4106.2,0.02018510815513186,,,0.8295315521423283,5276.3,0.015721842051102636,5163.1,0.016066540491997603,3905.3,0.02124117358826027,,,0.8432338893484407,4954.8,0.01701852525527651,4176.7,0.020188998236608822,3601.1,0.02341600870146457,,,0.8545931348698292,4755.8,0.017969492721935935,4037.7,0.02116534499516629,6123.4,0.01395618667521033,,,0.8576330016855082,4479.3,0.0191465854415982,4144.9,0.020691283304434562,5096.6,0.016827551734205314,,,0.8709945684956901,3562.2,0.024451029377791537,7087.9,0.01228847145834013,5227.0,0.016663374182048787,,,0.8770279101579972,4180.1,0.020981027012702977,5394.6,0.016257515110629093,5970.0,0.014690584759765446,,,0.8770279101579972,3802.3,0.023065721015122352,4723.0,0.018569297272030428,4968.7,0.017651053799947615,,,0.8824636875131882,3935.1,0.022425445033498213,4496.4,0.019626004970936486,4418.8,0.019970663698587583,,,0.8898173561825626,4660.0,0.019094793051127955,4388.8,0.020274730135402902,3591.7,0.024774267232301216,,,0.8898173561825626,5187.5,0.017153105661350605,3473.8,0.02561510035645583,,,0.8920060746488179,2740.9,0.03254427650220066
0,76.79506,30.736182,0.9263826067300868,8166.3,0.011343969811666075,8166.3,0.011343969811666075,8166.3,0.011343969811666075,,,0.9315642191621529,7510.9,0.012402830808054334,5900.0,0.015789224053595813,4621.8,0.020155874749278484,,,0.9382525021423931,7307.9,0.0128388798716785,5300.8,0.017700205669755376,2910.8,0.03223349258425151,,,0.9400836853967519,7305.6,0.01286798737128712,3673.0,0.025594437391689408,2725.0,0.03449848386777071,,,0.9401335354243484,4759.6,0.01975236438827524,4512.3,0.020834907595336044,1790.2,0.0525155588998072,,,0.9443028144615839,5254.8,0.01797029029575976,2747.5,0.034369529188774665,2750.5,0.034332041972789815,,,0.9443028144615839,4379.9,0.02155991722326044,3821.5,0.024710265980939,1785.1,0.052899154919140885,,,0.9451230979004275,3037.4,0.03111618811814142,2170.4,0.04354603289257406,2247.7,0.042048453881764807,,,0.9478739433479301,2729.4,0.03472828985666923,2205.7,0.04297383793570885,4106.6,0.023081720726341255,,,0.9478739433479301,2383.3,0.039771490930555535,2791.5,0.033955720700266166,4777.5,0.01984037558028111,,,0.9530361551251223,2208.8,0.043147236287808866,4979.2,0.01914034694579696,5041.8,0.018902696559266973,,,0.9561330588949374,1966.6,0.048618583285616676,4296.6,0.022253248123980295,4549.2,0.02101760878604892,,,0.9585745982092826,1682.0,0.056990166362026314,3970.1,0.024144847691727728,4594.7,0.020862615583373944,,,0.9613008130895179,1403.9,0.06847359591776607,4097.0,0.02346352973125501,4557.9,0.021090871082944294,,,0.9629035053501364,2189.2,0.043984263902344986,3485.8,0.02762360162230008,4303.2,0.02237645253183994,,,0.9658681012900848,3870.9,0.024952029277172875,4138.2,0.023340295328647356,,,0.9676363981587848,3183.7,0.030393454099280234
0,76.794879,30.751573,0.29939558837168123,9924.3,0.0030167930067781226,9924.3,0.0030167930067781226,9924.3,0.0030167930067781226,,,0.30344819601877043,9968.1,0.003044192935652435,8357.3,0.0036309357809193215,7033.6,0.0043142657532241014,,,0.3194979101852878,9765.2,0.003271800989076391,8191.4,0.003900406648256559,5368.1,0.0059517876005530405,,,0.32576308782849445,9762.9,0.0033367451047178038,6130.3,0.00531398280391652,5182.3,0.006286071586525181,,,0.33657551545262493,7216.9,0.004663713165661502,6924.2,0.004860857795162256,4247.5,0.007924085119543848,,,0.3968037452651688,7712.1,0.00514521006295521,4923.5,0.008059383472431578,3314.2,0.011972836439115588,,,0.4242595493325623,6837.2,0.006205165116313145,4490.6,0.009447725233433447,2717.9,0.015609829255401683,,,0.4242595493325623,5494.7,0.007721250465586154,3373.7,0.012575497208778564,2017.9,0.021024805457780977,,,0.4632598119206869,5186.7,0.00893168704418391,3391.1,0.013661048389038569,1932.1,0.02397701008854029,,,0.5136229879880954,3676.4,0.01397081351289564,2378.8,0.021591684378177874,3913.7,0.013123718935740996,,,0.5542329006974287,2726.6,0.020326886991030173,2821.8,0.01964111208085012,4693.7,0.011808017144202414,,,0.5542329006974287,2412.0,0.022978146795084108,2303.5,0.024060468882024254,3685.4,0.015038609125126952,,,0.5783176706281261,2899.4,0.019946115424850867,3106.3,0.018617573017033966,3695.1,0.01565093422716912,,,0.6185700290701471,1972.4,0.03136128721710338,3233.2,0.019131820767974365,3658.3,0.01690867422218372,,,0.6256058501184991,2318.9,0.026978560960735653,3615.5,0.017303439361595882,3403.5,0.01838125018711618,,,0.6508945293061043,2784.1,0.023378992468162215,3238.6,0.02009802165460706,,,0.6562632025959285,2319.9,0.028288426337166626
0,76.801987,30.752503,0.8469688542070605,9488.0,0.008926737502182341,9488.0,0.008926737502182341,9488.0,0.008926737502182341,,,0.8595507672198032,9892.4,0.008689001326470859,8281.6,0.010379042301243759,7006.7,0.012267554872048229,,,0.8724499959957908,9689.5,0.009004076536413549,7682.4,0.011356477090437763,5292.4,0.016484959488999147,,,0.8826540407260246,9687.2,0.009111549681291029,6054.6,0.014578238706537584,5106.6,0.01728457370316893,,,0.8909323385120077,7141.2,0.012475947158908974,6897.2,0.012917304681784024,3531.7,0.025226727596115404,,,0.8911300131893647,7636.4,0.011669504127460121,3746.0,0.02378884178295154,2895.2,0.03077956663406206,,,0.8974085714450952,6761.5,0.01327232968195068,4054.3,0.022134735255040207,1540.4,0.058258151872571745,,,0.9022212093377731,4798.8,0.018800975438396535,2196.2,0.04108101308340648,1581.7,0.0570412347055556,,,0.905549712366203,4468.1,0.020266997434394998,1711.2,0.05291898739867946,2975.9,0.030429440248872706,,,0.905549712366203,2498.9,0.03623793318524962,1405.1,0.06444734982322987,4923.8,0.018391277313583063,,,0.9112500593031343,2354.1,0.03870906330670466,2117.1,0.04304237207987976,5188.1,0.01756423467749531,,,0.9189367053821089,1234.6,0.07443193790556529,3347.3,0.027453072786487884,4695.5,0.01957058258720283,,,0.9200276249409925,1721.9,0.053430955626981386,4297.0,0.021410929135233712,4885.7,0.018831029840984764,,,0.9200276249409925,1536.1,0.05989373250055287,4423.9,0.020796754559121874,4849.0,0.01897355382431414,,,0.9215058215095852,2902.8,0.03174541206798901,4199.4,0.02194374961922144,4594.2,0.02005802580448359,,,0.9215058215095852,4197.8,0.021952113523978873,4429.3,0.020804773248810988,,,0.92660306721194,3510.6,0.02639443591442887
0,76.790582,30.732536,0.5525009674078891,8599.1,0.006425102248001408,8599.1,0.006425102248001408,8599.1,0.006425102248001408,,,0.5791330522864107,7223.7,0.008017124912252871,6008.3,0.009638883748920836,4225.0,0.013707291178376583,,,0.6178330738539047,7020.7,0.008800163428915988,5789.1,0.010672351036497982,3286.4,0.018799691877248805,,,0.6447261520249566,7095.3,0.00908666514488403,3599.2,0.01791304045412749,2794.6,0.023070426967185167,,,0.653521303244072,4685.8,0.013946845858638268,3227.5,0.020248529922356994,2892.8,0.02259130611324917,,,0.6773809221908224,5181.0,0.013074327778244013,3478.7,0.01947224314228943,3115.2,0.021744379885427014,,,0.6773809221908224,4306.1,0.015730729016762784,4186.2,0.01618128427191301,2916.7,0.023224223341132867,,,0.688435308309511,3988.2,0.017261805032583902,3188.0,0.02159458307118918,2612.4,0.026352599460630496,,,0.688435308309511,3778.9,0.018217875792148803,3049.0,0.02257905242077767,4642.7,0.014828339291996277,,,0.688435308309511,3490.7,0.019721984367304872,3156.2,0.021812157287545503,5255.6,0.013099081138395446,,,0.688435308309511,2573.6,0.02674989541146686,5691.0,0.012096912815138132,5386.0,0.01278194036965301,,,0.6949880919241083,3191.4,0.0217769033002478,3914.0,0.017756466324070217,5739.2,0.012109494213899294,,,0.6949880919241083,2813.6,0.024701026866793728,4882.0,0.014235724947236959,5127.6,0.013553867148843674,,,0.7069367031561409,2516.8,0.028088711981728416,4655.4,0.015185305304724426,4663.5,0.015158930055883797,,,0.7217568186497183,3241.7,0.022264762891375463,4547.8,0.015870460852493915,3750.7,0.019243256422793568,,,0.7333266867727144,3706.9,0.019782748031312268,3632.8,0.020186266427348446,,,0.7546247050802971,2899.9,0.026022438879971622
0,76.770598,30.733668,0.0088632851134689,8289.0,0.00010692827981021715,8289.0,0.00010692827981021715,8289.0,0.00010692827981021715,,,0.032838217601481944,6913.5,0.0004749868749762341,6625.5,0.0004956338027542366,3989.6,0.0008230954883066459,,,0.0687142142629387,6710.5,0.0010239805418812114,7161.5,0.0009594947184659456,4932.9,0.0013929780506991567,,,0.12343525122935019,6708.3,0.0018400377327989234,5956.6,0.0020722434145208704,5232.3,0.002359101183597083,,,0.1284958487940654,7251.7,0.001771941045466103,5204.7,0.0024688425614169,5184.2,0.0024786051617234173,,,0.1605974613847571,7675.6,0.002092311498576751,6141.5,0.002614955000973005,5414.4,0.0029661174162373873,,,0.18874086996277997,6663.5,0.0028324584672136262,6471.2,0.0029166285999935094,4143.6,0.004554997344405347,,,0.18874086996277997,6431.4,0.0029346778300646825,5506.3,0.003427725876955124,4909.2,0.0038446359888124337,,,0.2619499511945733,6123.4,0.004277851376597533,5574.4,0.004699159572233305,4480.9,0.005845922720760859,,,0.31593730554251215,5787.5,0.005458959922980772,5294.2,0.005967611830730086,3615.3,0.008738895957251464,,,0.34508666976242847,4870.4,0.007085386616344213,5611.6,0.006149523661031229,3751.7,0.00919814136957722,,,0.37642613059814356,4595.4,0.008191368120253811,4686.1,0.008032823255972847,4938.7,0.007621967938893709,,,0.37642613059814356,4118.3,0.009140328062505004,3173.8,0.011860423801063192,3493.4,0.010775351537131264,,,0.41300646525892576,3592.6,0.011496032546315364,3300.7,0.012512693224434992,2215.4,0.01864252348374676,,,0.44372978733950913,3274.7,0.01355024238371482,2913.5,0.015230128276626365,1960.6,0.022632346594894888,,,0.49814528927052476,3712.2,0.013419139304739099,1998.5,0.024925958932725784,,,0.5135228929402355,2207.2,0.02326580703788671
0,76.801385,30.731702,0.692532431537108,7222.1,0.009589072867131555,7222.1,0.009589072867131555,7222.1,0.009589072867131555,,,0.7058374490626106,7189.3,0.00981788837665156,5578.4,0.012653044763061283,4304.3,0.016398425970834064,,,0.7058374490626106,6986.3,0.010103165467595302,4986.4,0.014155251264692175,2589.2,0.027260831494770998,,,0.7167003064004833,6984.0,0.010262031878586531,3351.4,0.0213851019395024,2403.4,0.0298202673878873,,,0.7426094420254977,4438.0,0.016732975259700262,4194.8,0.017703095309085003,947.1,0.07840876803141143,,,0.7673154042624363,4933.3,0.0155537957201556,2425.9,0.031630133322166465,886.9,0.08651656379100646,,,0.7802837816615976,4058.3,0.019226863013123662,2877.3,0.027118610560650527,2450.2,0.031845717968394326,,,0.7874521093706064,2715.8,0.028995217224044714,1652.5,0.04765217000729842,2038.0,0.0386384744539061,,,0.7881941470581741,2407.8,0.03273503393380572,2870.9,0.027454601242055593,4563.2,0.01727283807543334,,,0.7955547985436487,1626.2,0.048921092027035346,2581.8,0.030813959196825808,5234.0,0.015199747775002843,,,0.80183569077051,1337.9,0.0599324083093288,5644.4,0.014205862284219937,5517.0,0.014533907753679718,,,0.8203528185350889,2631.8,0.0311707887580777,4753.1,0.017259321675013966,5005.7,0.016388373624769543,,,0.8331461598460088,2347.2,0.035495320375170794,4426.6,0.018821356342249327,5051.2,0.016494024387195296,,,0.8331461598460088,2374.3,0.03509018067834767,4553.6,0.018296428317068007,5014.5,0.016614740449616288,,,0.8395985155942525,3142.3,0.026719234815079797,4438.9,0.0189145625176114,4759.7,0.017639736025258996,,,0.8417320125127771,3607.4,0.02333348152444356,4594.8,0.018319230706728844,,,0.8417320125127771,3640.2,0.023123235330827347
