Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_ratio_1,distance_from_268_0_0,fill_per_m_1_268_0_0,distance_from_46_1_0,fill_per_m_1_46_1_0,distance_from_129_2_0,fill_per_m_1_129_2_0,fill_per_m_1_46_1_1,fill_per_m_1_129_2_2,fill_ratio_2,distance_from_228_0_0,fill_per_m_2_228_0_0,distance_from_156_1_0,fill_per_m_2_156_1_0,distance_from_190_2_0,fill_per_m_2_190_2_0,fill_per_m_2_156_1_1,fill_per_m_2_190_2_2,fill_ratio_3,distance_from_119_0_0,fill_per_m_3_119_0_0,distance_from_203_1_0,fill_per_m_3_203_1_0,distance_from_177_2_0,fill_per_m_3_177_2_0,fill_per_m_3_203_1_1,fill_per_m_3_177_2_2,fill_ratio_4,distance_from_85_0_0,fill_per_m_4_85_0_0,distance_from_113_1_0,fill_per_m_4_113_1_0,distance_from_199_2_0,fill_per_m_4_199_2_0,fill_per_m_4_113_1_1,fill_per_m_4_199_2_2,fill_ratio_5,distance_from_123_0_0,fill_per_m_5_123_0_0,distance_from_81_1_0,fill_per_m_5_81_1_0,distance_from_269_2_0,fill_per_m_5_269_2_0,fill_per_m_5_81_1_1,fill_per_m_5_269_2_2,fill_ratio_6,distance_from_90_0_0,fill_per_m_6_90_0_0,distance_from_149_1_0,fill_per_m_6_149_1_0,distance_from_103_2_0,fill_per_m_6_103_2_0,fill_per_m_6_149_1_1,fill_per_m_6_103_2_2,fill_ratio_7,distance_from_32_0_0,fill_per_m_7_32_0_0,distance_from_206_1_0,fill_per_m_7_206_1_0,distance_from_9_2_0,fill_per_m_7_9_2_0,fill_per_m_7_206_1_1,fill_per_m_7_9_2_2,fill_ratio_8,distance_from_250_0_0,fill_per_m_8_250_0_0,distance_from_262_1_0,fill_per_m_8_262_1_0,distance_from_109_2_0,fill_per_m_8_109_2_0,fill_per_m_8_262_1_1,fill_per_m_8_109_2_2,fill_ratio_9,distance_from_104_0_0,fill_per_m_9_104_0_0,distance_from_230_1_0,fill_per_m_9_230_1_0,distance_from_261_2_0,fill_per_m_9_261_2_0,fill_per_m_9_230_1_1,fill_per_m_9_261_2_2,fill_ratio_10,distance_from_145_0_0,fill_per_m_10_145_0_0,distance_from_255_1_0,fill_per_m_10_255_1_0,distance_from_139_2_0,fill_per_m_10_139_2_0,fill_per_m_10_255_1_1,fill_per_m_10_139_2_2,fill_ratio_11,distance_from_132_0_0,fill_per_m_11_132_0_0,distance_from_232_1_0,fill_per_m_11_232_1_0,distance_from_251_2_0,fill_per_m_11_251_2_0,fill_per_m_11_232_1_1,fill_per_m_11_251_2_2,fill_ratio_12,distance_from_159_0_0,fill_per_m_12_159_0_0,distance_from_83_1_0,fill_per_m_12_83_1_0,distance_from_21_2_0,fill_per_m_12_21_2_0,fill_per_m_12_83_1_1,fill_per_m_12_21_2_2,fill_ratio_13,distance_from_131_0_0,fill_per_m_13_131_0_0,distance_from_295_1_0,fill_per_m_13_295_1_0,distance_from_23_2_0,fill_per_m_13_23_2_0,fill_per_m_13_295_1_1,fill_per_m_13_23_2_2,fill_ratio_14,distance_from_75_0_0,fill_per_m_14_75_0_0,distance_from_224_1_0,fill_per_m_14_224_1_0,distance_from_162_2_0,fill_per_m_14_162_2_0,fill_per_m_14_224_1_1,fill_per_m_14_162_2_2,fill_ratio_15,distance_from_72_1_0,fill_per_m_15_72_1_0,distance_from_60_2_0,fill_per_m_15_60_2_0,fill_per_m_15_60_2_2,fill_ratio_16,distance_from_276_2_0,fill_per_m_16_276_2_0,fill_per_m_16_276_2_2,fill_ratio_17,distance_from_19_2_0,fill_per_m_17_19_2_0,fill_per_m_17_19_2_2,fill_ratio_18,distance_from_17_2_0,fill_per_m_18_17_2_0,fill_per_m_18_17_2_2
0,76.794879,30.751573,0.537991420533321,9924.3,0.005420950802911249,9924.3,0.005420950802911249,9924.3,0.005420950802911249,,,0.582643564408667,9762.9,0.005967935392236601,9523.4,0.006118020501172555,7033.6,0.008283717646847518,,,0.5936761172896496,9968.1,0.005955760047447855,9668.8,0.006140122014000183,5556.5,0.010684353771072611,,,0.5936761172896496,9765.2,0.006079508021235096,9425.9,0.006298349412678362,5516.9,0.010761045465563083,,,0.6071906588541915,8357.3,0.007265392637026212,9228.6,0.00657944497382259,5368.1,0.01131109068113842,,,0.6174927871704737,7928.0,0.007788758667639679,8171.4,0.007556756335150326,6617.3,0.009331491502130381,,,0.6319128767300191,8176.0,0.007728875693860312,8846.6,0.007143002698551071,5092.4,0.012408940317532384,,,0.6481933434922984,8191.4,0.007913095972511395,7754.8,0.00835860813292797,3867.0,0.016762175937220024,,,0.6481933434922984,7712.1,0.008404887689375116,7961.3,0.00814180276452713,2637.7,0.024574187492599552,,,0.6812185920655476,6837.2,0.009963414732135197,7431.8,0.009166266477374898,2899.4,0.023495157345159258,,,0.6969194779847043,7216.9,0.009656770607666787,7565.8,0.009211444632222692,2412.0,0.028893842370841808,,,0.6969638790711202,6924.2,0.010065623163269696,6469.3,0.010773404836243802,2717.9,0.02564347029217853,,,0.7029396260561709,4606.1,0.015261058727690905,5084.5,0.013825147527901874,2017.9,0.03483520620725362,,,0.7217043565782052,4706.6,0.01533387916071485,4937.3,0.014617389192032187,2726.6,0.02646902209998552,,,0.7217043565782052,3155.3,0.02287276508028413,4129.1,0.017478490629391517,3373.7,0.02139207269698566,,,0.7300557892395946,3552.0,0.020553372444808406,3676.4,0.01985789873897276,,0.743539145525116,3391.1,0.021926193433550057,,0.7485742472255281,2378.8,0.03146856596710644,,0.7545840740559203,1205.3,0.06260549855271885,
0,76.795277,30.745213,0.45290130043995636,8973.0,0.005047378807979008,8973.0,0.005047378807979008,8973.0,0.005047378807979008,,,0.49937558567340545,8729.4,0.005720617518654266,8064.4,0.00619234643213885,6031.4,0.008279596539334242,,,0.546457978330645,8934.7,0.006116131244816781,8635.4,0.006328114254471651,4554.3,0.011998726002473377,,,0.5703873044321612,8731.7,0.006532374044368922,8423.7,0.006771220537675382,4514.6,0.012634282205115872,,,0.5975974600002539,7747.1,0.007713821429957712,8226.4,0.007264386122729918,4322.8,0.013824314333308363,,,0.5975974600002539,6894.5,0.008667741823196084,7169.2,0.008335622663620125,5615.1,0.010642685971759255,,,0.6263002526283656,7142.6,0.008768519203488444,7844.3,0.007984144571578925,4090.2,0.015312215848329315,,,0.6580699304257588,6712.8,0.009803210738078875,6752.6,0.009745430359058123,2260.9,0.029106547411462638,,,0.6580699304257588,6666.8,0.009870851539355595,6959.1,0.009456250527018706,1635.4,0.04023908098482076,,,0.6908873703042242,5791.9,0.011928509993339392,6429.5,0.010745584731382289,928.0,0.07444907007588623,,,0.7141904581298373,6171.6,0.011572209121294919,6563.5,0.010881244124778507,1405.0,0.05083206107685674,,,0.7361970110490371,5921.9,0.012431770395464921,5467.0,0.013466197385202801,953.3,0.07722616291293792,,,0.7361970110490371,3560.8,0.02067504524401924,4082.3,0.01803387823161054,1248.9,0.058947634802549206,,,0.7625093535946028,3704.3,0.020584438452463428,3935.1,0.019377127737404458,2524.5,0.030204371304995162,,,0.7661329191863973,2153.1,0.035582783855204005,3511.7,0.021816582258917257,2366.7,0.03237135755213578,,,0.7726919551920604,3592.6,0.02150787605611703,2669.3,0.02894736279893831,,0.7835428991778612,2384.0,0.03286673234806465,,0.7922292046350531,2077.9,0.03812643556643982,,0.8071267322122596,1536.1,0.052543892468736385,
0,76.791314,30.765309,0.7288170327753302,11497.3,0.006339027708899744,11497.3,0.006339027708899744,11497.3,0.006339027708899744,,,0.7288170327753302,11870.0,0.00613999185151921,11096.4,0.006568049392373474,9049.7,0.00805349384814226,,,0.7471178808015628,11998.4,0.006226812581690583,12163.0,0.006142546088971165,7797.5,0.00958150536455996,,,0.7709186504479923,11795.4,0.006535756739474646,11675.2,0.006603044491297728,7182.9,0.010732693625805628,,,0.7709186504479923,10363.6,0.007438714833146709,10591.4,0.007278722835961179,8111.1,0.009504489532221182,,,0.7903891748825153,9869.5,0.008008401386924519,10633.8,0.007432800832087451,8804.0,0.008977614435285271,,,0.8065267687137665,10198.2,0.007908520804786792,11117.0,0.007254895823637371,7332.9,0.010998742226319282,,,0.8124894994301292,9764.4,0.008320936252408024,9118.9,0.00890995075535568,5416.4,0.015000544631676561,,,0.8124894994301292,9718.5,0.008360235627207174,9257.0,0.008777028188723444,4555.5,0.01783535285764744,,,0.8124894994301292,8843.5,0.009187420132641252,9719.0,0.008359805529685453,3622.9,0.022426495333300094,,,0.830450247625729,9223.2,0.009003927569886038,9224.8,0.009002365879213957,2931.2,0.028331408557100476,,,0.830450247625729,7948.1,0.01044841216926975,8936.4,0.009292894763279722,3526.1,0.023551522861680867,,,0.8330879002437405,6695.7,0.012442133014378489,7141.7,0.011665120352909538,3567.4,0.02335280316879914,,,0.833392940697651,6476.3,0.012868349840150256,7087.9,0.011757966967615953,4299.6,0.01938303425196881,,,0.833392940697651,6931.8,0.012022749368095604,6363.7,0.01309604382195344,4207.4,0.019807789625366046,,,0.8372033297324434,5611.6,0.01491915549455491,4510.1,0.01856285514140359,,0.8372033297324434,3366.6,0.024867918069638312,,0.8478412056784075,3064.8,0.027663834693239603,,0.8586377866855746,2117.1,0.04055726166385974,
0,76.79506,30.736182,0.8148962902529736,8166.3,0.009978769947870806,8166.3,0.009978769947870806,8166.3,0.009978769947870806,,,0.8296815161286989,7305.6,0.011356788164267122,6640.6,0.012494074573512919,4621.8,0.01795148029184947,,,0.8439689608874609,7510.9,0.011236588969197579,7211.5,0.01170309867416572,3144.6,0.026838674581424058,,,0.8490571284011907,7307.9,0.011618346288279681,7047.4,0.012047806686170656,3105.0,0.02734483505317845,,,0.8529423674118031,5900.0,0.014456650295115307,6850.1,0.012451531618688824,2910.8,0.029302678556129006,,,0.8573593878425272,5470.7,0.015671840675645296,5818.7,0.014734552182489685,4205.5,0.02038662199126209,,,0.8687974525648938,5718.7,0.015192219430375678,6468.0,0.013432242618504852,2680.5,0.03241176842249184,,,0.8687974525648938,5300.8,0.016389930813554443,5343.0,0.016260480115382628,2049.3,0.042394839826520946,,,0.8687974525648938,5254.8,0.016533406648490786,5549.4,0.01565570066250214,1859.2,0.04672963923003947,,,0.87438255134268,4379.9,0.019963527736767506,5434.8,0.016088587461225434,1682.0,0.05198469389671105,,,0.8822822994291671,4759.6,0.01853690014768399,5153.9,0.017118731435013624,1966.6,0.044863332626317864,,,0.8900180723968595,4512.3,0.019724266391792644,5049.4,0.0176262144491793,1785.1,0.049858163262386394,,,0.8999431896286009,2148.8,0.04188119832597733,3904.5,0.023048871548946113,2247.7,0.04003840324013885,,,0.9090184235880302,2294.7,0.039613824185646504,2525.4,0.03599502746448207,2208.8,0.04115440164741172,,,0.9105797434065784,2376.8,0.03831116389290552,3752.7,0.02426465593856633,2170.4,0.04195446661475205,,,0.9186774495988242,3833.5,0.02396445675228445,2383.3,0.038546446087308534,,0.9262867175457181,2205.7,0.041995136126659026,,0.9326429370426694,2791.5,0.0334100998403249,,0.9326429370426694,2648.4,0.035215335185118164,
0,76.782044,30.751951,0.9971154717121016,10169.5,0.00980496063436847,10169.5,0.00980496063436847,10169.5,0.00980496063436847,,,0.9972055066339528,9485.6,0.010512835314940044,8820.5,0.011305543978617457,6756.3,0.014759639249795788,,,0.9972055066339528,9690.8,0.010290228945329105,9391.5,0.010618170756896693,5279.2,0.018889329948362496,,,0.997480909124698,9487.8,0.010513300334373596,9148.6,0.010903098934533131,5239.5,0.019037711787855675,,,0.9974911605076672,8079.9,0.012345340418911957,8951.3,0.011143534017490948,5090.7,0.019594381136340135,,,0.9974911605076672,7650.6,0.013038077543038025,7894.1,0.012635907329621707,6340.0,0.01573329906163513,,,0.9977184043090729,7898.7,0.012631425478991137,8569.2,0.011643075249837475,4815.1,0.02072061648375055,,,0.9978549966570542,7480.7,0.013339059134266236,7477.5,0.01334476759153533,3414.6,0.029223188562556502,,,0.9979477840366078,7434.8,0.013422658094859414,7684.0,0.01298734752780593,2360.3,0.042280548406414764,,,0.9981088725683516,6559.9,0.01521530621760014,7154.4,0.013950979433192883,2919.3,0.03419000693893576,,,0.9982441628313298,6939.5,0.014384958034891992,7288.4,0.013696341622733794,3368.4,0.02963555880629764,,,0.9983030352885016,6646.8,0.015019303052423747,6191.9,0.016122725420121477,2944.6,0.03390284029370718,,,0.9983756057180528,4328.8,0.023063565092359378,4807.2,0.020768339276877452,3660.8,0.02727206090794506,,,0.9983929987329752,4429.2,0.02254115864564651,4660.0,0.021424742462081012,3644.5,0.027394512244010842,,,0.9984006057609345,2878.0,0.03469077851844804,3851.8,0.02592036465447153,4350.4,0.022949627752871796,,,0.9985117345120728,3274.7,0.030491701056954004,4563.3,0.02188135197142578,,0.9986174509196388,4347.5,0.022969924115460352,,0.9986607102164736,4041.3,0.02471137283093246,,0.9987639733669088,2902.8,0.0344069165415085,
0,76.785954,30.75735,0.11321857750192676,10747.5,0.0010534410560774764,10747.5,0.0010534410560774764,10747.5,0.0010534410560774764,,,0.18859170653014654,10463.6,0.0018023596709559476,9843.8,0.0019158425255505654,7796.7,0.002418865757694237,,,0.18859170653014654,10668.8,0.0017676937099781285,10369.5,0.0018187155265938237,6319.6,0.0029842348650254216,,,0.23451154495894058,10465.8,0.002240741701149846,10214.3,0.002295914012305695,6279.9,0.0037343197337368524,,,0.24949132527417428,9111.0,0.002738352818287502,10017.0,0.002490679098274676,6068.7,0.0041111164709768866,,,0.24949132527417428,8628.6,0.0028914461821636685,9149.8,0.002726740751428166,7380.4,0.00338045804121964,,,0.26551612501938227,8876.7,0.0029911580319193195,9634.9,0.002755774580113777,5855.5,0.004534473999135552,,,0.33392624313694186,8511.8,0.003923097854001995,8517.9,0.003920288370806676,3992.6,0.00836362879168817,,,0.39708615990618407,8412.8,0.004720023772182675,8724.4,0.004551443765831278,3338.3,0.011894861453619628,,,0.4397581926606312,7537.9,0.005833961616108349,8220.1,0.005349791275782913,3588.9,0.012253286317830845,,,0.4581641235991774,7917.5,0.0057867271689191965,8328.8,0.005500962006521677,3101.6,0.014771863670337162,,,0.5006845122746301,7687.2,0.006513223439934308,7232.3,0.006922894684604207,3407.4,0.014694033934220523,,,0.5425674117025507,5306.8,0.010224003386269517,5657.7,0.009589893626430365,3435.1,0.0157948068965256,,,0.5425674117025507,5469.6,0.009919690867751768,5700.3,0.009518225561857283,4143.8,0.013093474870953008,,,0.5600886788366033,5497.3,0.010188432118250837,4802.1,0.01166341139994176,4063.3,0.013784083844082477,,,0.5964193463220646,4127.6,0.014449543229045077,4354.3,0.01369724976051408,,0.6099155608421528,4087.6,0.014921116568210022,,0.631463006406294,3797.4,0.01662882515421852,,0.6679805037241457,2622.5,0.025471134555734826,
0,76.811415,30.726194,0.8453164795991859,6163.6,0.013714655065208414,6163.6,0.013714655065208414,6163.6,0.013714655065208414,,,0.849743579811741,6513.9,0.013045081745371298,5740.3,0.014803121436366407,3693.6,0.023005836577099332,,,0.8632241425685346,6642.2,0.012996057670177572,6806.8,0.012681790893937454,2895.0,0.02981775967421536,,,0.8632241425685346,6439.3,0.013405558718626786,6200.8,0.013921173760942695,2935.9,0.029402368696772187,,,0.8653887512675129,5007.5,0.017281852246979788,6400.7,0.013520220464441592,2755.0,0.03141156991896599,,,0.8653887512675129,4513.3,0.019174190753273944,5152.5,0.016795511912033243,3447.9,0.025099009578801963,,,0.8715041239949438,4842.1,0.017998474298237206,5642.6,0.015445080707385669,4616.3,0.01887884504895574,,,0.8789197449908258,4408.3,0.019937838735812577,5251.3,0.016737184030446287,4600.2,0.019106120277179815,,,0.8880577805500135,4362.3,0.020357558639937958,5389.3,0.01647816563468379,3926.5,0.02261703248567461,,,0.8880577805500135,3487.4,0.025464752553478624,6551.4,0.01355523675168687,3334.5,0.02663241207227511,,,0.8909860725462303,3867.1,0.023040161168478457,5826.3,0.015292485325956959,2742.6,0.03248691287633014,,,0.8950853746014142,2591.9,0.03453394708906263,5721.8,0.015643422954339792,3079.1,0.029069707856237675,,,0.9017331716578266,2261.9,0.039866182044202954,6552.4,0.013761876131765867,3120.4,0.02889799934809084,,,0.9089825704360598,3748.7,0.02424794116456531,4455.6,0.02040090157186596,2175.7,0.041778856020409975,,,0.9179209225344119,4693.3,0.019558113108780858,5717.9,0.016053462329428846,2017.8,0.04549117467213857,,,0.9204475446304797,6141.5,0.014987340953032318,1247.0,0.07381295466162628,,0.9211353258452823,2967.3,0.031042878234262872,,0.9275579316874585,2707.4,0.03426009941964462,,0.9275579316874585,3746.0,0.02476129022123488,
0,76.77424,30.748268,0.9789143231615323,10920.9,0.008963678114088878,10920.9,0.008963678114088878,10920.9,0.008963678114088878,,,0.9793668606604796,9183.2,0.010664766755166822,8518.1,0.011497480196997917,6485.1,0.015101800445027519,,,0.9793668606604796,9388.4,0.010431669514086316,9089.1,0.010775179728031154,5008.0,0.019556047537150154,,,0.9793841831962792,9185.4,0.010662401018967918,8902.7,0.011000979289387255,4968.3,0.01971266194062917,,,0.981386706076417,8200.8,0.011966963053316957,8705.4,0.011273309739660637,6103.9,0.016078027262511133,,,0.9822477292656085,7348.3,0.013367006372434558,7648.2,0.01284286144799572,6068.8,0.016185205135539293,,,0.983910842931765,7596.3,0.012952501124649698,8323.3,0.011821162795186586,4543.9,0.021653444022354477,,,0.9845635341041131,7961.3,0.01236686890462755,7206.3,0.013662538807766996,3310.4,0.02974152773393285,,,0.9847235188846949,8672.6,0.011354421037343989,7412.8,0.013284096682558479,3388.8,0.02905817749305639,,,0.9847517916409345,7834.5,0.012569427425374109,6908.6,0.014253999242117569,4215.9,0.02335804434737386,,,0.9852095921828792,8214.1,0.011994127076403734,7017.3,0.014039724569034802,4665.0,0.02111917668130502,,,0.9852627605651842,6375.6,0.015453647665555936,5920.7,0.016640984352613446,4241.2,0.023230754516768468,,,0.9852627605651842,5311.3,0.01855031274010476,4536.0,0.021720960329920286,4957.4,0.01987458668990165,,,0.9856859117437875,4158.1,0.02370519977258333,4388.8,0.022459121211807043,4941.1,0.019948714086818472,,,0.9861366483361211,3742.0,0.026353197443509384,3490.6,0.028251207481124196,5647.0,0.01746301838739368,,,0.9861366483361211,2913.5,0.03384714770331633,5859.9,0.016828557626173163,,0.9868783893461008,5644.1,0.017485132959127243,,0.9876157737379753,5338.0,0.01850160685159189,,0.9878708325240559,4199.4,0.023524094692671714,
0,76.807766,30.733979,0.286511285899703,7528.6,0.00380563831123586,7528.6,0.00380563831123586,7528.6,0.00380563831123586,,,0.286511285899703,7231.9,0.00396177057066197,6566.9,0.004362960999858426,4552.2,0.006293908130128355,,,0.3131995805808637,7437.2,0.0042112566635408985,7137.9,0.00438783928859838,3075.1,0.010185020993816907,,,0.3763411310803051,7234.2,0.005202249468915777,6977.8,0.0053934066766073135,3035.4,0.012398403211448413,,,0.3852412214371169,5826.3,0.006612107537152514,6780.5,0.005681604917588923,2837.1,0.013578697311942368,,,0.4408289553964897,5397.0,0.008168036972327028,5749.2,0.0076676573331331275,4135.9,0.010658598017275315,,,0.4408289553964897,5645.0,0.00780919318682887,6398.4,0.006889674846781848,3911.0,0.011271515095793652,,,0.44917037348747135,5227.1,0.008593108482475395,5273.4,0.008517661726542105,3830.7,0.01172554294221608,,,0.5035159326234591,5181.2,0.009718133494624009,5479.9,0.00918841461748315,3437.6,0.01464731011820628,,,0.5420478631860122,4306.2,0.012587614676188104,5365.2,0.010103031819615525,2373.0,0.022842303547661702,,,0.5677505167383061,4685.9,0.012116146668480038,5084.4,0.011166519485845058,1874.6,0.030286488676960745,,,0.609642721747454,4442.7,0.01372234726061751,4979.9,0.012242067546485954,2211.2,0.027570673016798757,,,0.609642721747454,2075.1,0.02937895627909277,5485.3,0.011114118129317521,2269.6,0.026861240824262164,,,0.6108073337215137,2479.7,0.024632307687281273,4106.2,0.014875245573072762,745.0,0.08198756157335754,,,0.6125492961040817,3955.3,0.015486797363135076,5333.5,0.011484940397564107,552.4,0.11088872123535151,,,0.6413454170209008,5414.4,0.01184517983564016,649.9,0.09868370780441618,,0.6413454170209008,1671.4,0.03837174925337446,,0.6616956230275539,1856.6,0.03564018221628536,,0.6616956230275539,2895.2,0.02285491928113961,
0,76.779187,30.743609,0.21460819173170165,9936.3,0.002159840098746029,9936.3,0.002159840098746029,9936.3,0.002159840098746029,,,0.21460819173170165,8162.5,0.0026291968359167125,7658.9,0.0028020759081813533,5562.2,0.003858332885040122,,,0.28540888047100066,8560.8,0.0033339043135104276,8725.4,0.0032710119933871303,4148.7,0.006879477438016744,,,0.29578582552138366,8357.9,0.00353899694326785,7951.4,0.003719921341164872,4127.6,0.007166048684983613,,,0.29578582552138366,7345.5,0.004026762310549093,6867.6,0.004306975151747097,4623.6,0.006397305682182361,,,0.29578582552138366,6431.9,0.004598731720352986,6910.0,0.004280547402624944,5048.1,0.005859349567587481,,,0.3589628362425983,6760.7,0.0053095513222387964,7393.2,0.0048553107753421835,3609.0,0.009946324085414194,,,0.4196374731898054,7126.3,0.005888574339977343,5395.1,0.007778122244069718,2951.5,0.014217769716747599,,,0.44993845915068953,7651.9,0.005880088071599074,6392.1,0.007038977161663452,2090.6,0.02152197738212425,,,0.4844388090119788,6549.8,0.0073962381906619865,5995.2,0.00808044450580429,3089.2,0.015681691344425056,,,0.524326982486624,6929.5,0.007566591853476067,5996.6,0.00874373782621192,3391.8,0.015458664499281327,,,0.5412402529982026,5654.3,0.009572188475995305,5212.6,0.010383306852591844,3114.5,0.0173780784394992,,,0.5675164725541508,4220.1,0.01344793897192367,3417.9,0.0166042444938164,3318.8,0.01710005039635262,,,0.5989224154117719,4180.3,0.014327259177852592,3368.1,0.01778220407386277,3749.0,0.015975524550860813,,,0.5989224154117719,3474.5,0.017237657660433787,2639.8,0.02268817393028911,4363.4,0.013726048847499013,,,0.5989224154117719,1887.8,0.03172594636146689,4666.1,0.012835610368654162,,0.6279871751727183,4517.4,0.013901518023037995,,0.6315376640708805,4147.9,0.01522547949735723,,0.0,3039.1,0.02078041736273504,0.0
