Node,x,y,ward,distance_from_0(in m),fill_ratio,fill_p_m,fill_ratio_0,distance_from_0,fill_per_m_0,fill_ratio_1,distance_from_51,fill_per_m_1,fill_ratio_2,distance_from_63,fill_per_m_2,fill_ratio_3,distance_from_5,fill_per_m_3
Node 70,76.810948,30.704606,2,0.0288504227711681,0.9868869366005173,684.1403638540581,0.9868869366005173,0.0288504227711681,34.207018192702904,0.9877781270515906,0.0443883369486119,22.2531005880021,0.9877781270515906,0.0296004991684417,33.37031992030395,0.0,0.0248536022164792,0.0
Node 75,76.78033,30.715712,2,0.041874064621975,0.7068573438476171,337.611048857515,0.7068573438476171,0.041874064621975,16.88055244287575,0.7068573438476171,0.0072963214742668,96.87859099144868,0.7068573438476171,0.0184970929054603,38.214510110340335,0.714804331437753,0.0370674595342649,19.283877029041953
Node 9,76.81374,30.739357,2,0.0700120170168887,0.6011150117432088,171.71766715368432,0.6011150117432088,0.0700120170168887,8.585883357684217,0.6351712105900079,0.051949038753737,12.226813543192199,0.6495161035092915,0.0297182512168299,21.855798269228593,0.679871360749473,0.0660151964621997,10.29870995140895
Node 31,76.787075,30.701861,2,0.028272534946824,0.6075448519014384,429.77741687763796,0.6075448519014384,0.028272534946824,21.4888708438819,0.6075448519014384,0.0233836679324185,25.981589101304085,0.6334866966060276,0.0356597494724552,17.764754547570625,0.6334866966060276,0.019437012565737,32.59177275641214
Node 48,76.768514,30.711515,2,0.0517135821656277,0.5200680211778108,201.13401524270455,0.5200680211778108,0.0517135821656277,10.056700762135227,0.5661715817046132,0.0099615228317378,56.83584641303722,0.589793407158081,0.0316195110595251,18.65283134985134,0.5961445789228963,0.0388927726133064,15.327901274874323
Node 24,76.807699,30.730302,2,0.0610473347561339,0.3663618432936917,120.02549980509362,0.3663618432936917,0.0610473347561339,6.0012749902546805,0.42853085386134354,0.036840766006833,11.631974584400938,0.4618916671032824,0.0146172032920626,31.59918199633289,0.509406300607007,0.0570505142014449,8.929039601786892
Node 40,76.775182,30.699007,2,0.0393547476464014,0.4401524937396013,223.68457177991786,0.4401524937396013,0.0393547476464014,11.184228588995891,0.4934180544108889,0.0246536572401992,20.01399020046172,0.5018942495828254,0.0421620724074244,11.903927414498861,0.5018942495828254,0.0229624783097923,21.857146376434184
Node 61,76.788462,30.734446,2,0.0658628343748095,0.388677289689482,118.02628701874971,0.388677289689482,0.0658628343748095,5.9013143509374855,0.388677289689482,0.0266915432319451,14.561814066423233,0.388677289689482,0.0106280907093163,36.5707538936206,0.430254073802066,0.0618660138201205,6.954611219223821
Node 60,76.795366,30.753286,2,0.0898932857323494,0.32533033076326434,72.38145276654171,0.32533033076326434,0.0898932857323494,3.619072638327086,0.3428408276641169,0.0527287417177662,6.501972482089432,0.39271955599018443,0.0364083679933395,10.78651907885649,0.4284024968603056,0.0858964651776605,4.98742871402492
Node 23,76.785765,30.711475,2,0.043116154490331,0.29214464853521815,135.51516919289867,0.29214464853521815,0.043116154490331,6.775758459644933,0.29214464853521815,0.0153618288031129,19.01756960577626,0.32851811177150103,0.0231959107293052,14.162759790089144,0.3928179425855255,0.038309549402621,10.253786554812633
Node 17,76.81343,30.727917,2,0.0566087150375355,0.3042422429595377,107.48954211654656,0.3042422429595377,0.0566087150375355,5.374477105827328,0.3475422583494711,0.0431108508219039,8.061595902739427,0.36485366760050086,0.0208872881071335,17.467737588964205,0.38092931903396055,0.0526118944828465,7.240364993094064
Node 37,76.778949,30.731555,2,0.0627185033776552,0.3046137691733707,97.13681059612013,0.3046137691733707,0.0627185033776552,4.856840529806007,0.3458891793352689,0.0208238196941029,16.610265763740806,0.3652874840901971,0.0195453404429637,18.68923619704461,0.36626461713395203,0.0580076179350717,6.314077877562812
Node 16,76.795622,30.702081,2,0.0258247515322745,0.18340450985343382,142.0377730443787,0.18340450985343382,0.0258247515322745,7.101888652218935,0.2481274696007625,0.0274055544422894,9.053911685066222,0.2758926763137363,0.0351955088381509,7.838860281362852,0.33670332569665656,0.021113866089691,15.947023830991068
Node 30,76.803452,30.69467,2,0.0183268948347002,0.046450412719997725,50.6909797201961,0.046450412719997725,0.0183268948347002,2.534548986009805,0.046450412719997725,0.037180252305062,1.2493302180650778,0.11456499958881967,0.0437498120066224,2.618639814303156,0.17410700572334906,0.0143300742800112,12.14976296153665
Node 69,76.785668,30.69366,2,0.0376473232695783,0.07455064367977082,39.60475125731609,0.07455064367977082,0.0376473232695783,1.9802375628658044,0.07455064367977082,0.0497403106629355,1.498797307177315,0.07455064367977082,0.0507585762346253,1.4687300001317927,0.0,0.0336505027148893,0.0
Node 3,76.760852,30.696397,2,0.0562596996788315,0.7319939418114051,260.2196406984476,0.7319939418114051,0.0562596996788315,13.01098203492238,0.7333334100577226,0.0316725284401652,23.153611226306552,0.0,0.0499814470615001,0.0,0.0,0.0398674303422225,0.0
Node 5,76.793134,30.688779,2,0.0207009256054403,0.15601864044243652,150.73590757838778,0.15601864044243652,0.0207009256054403,7.536795378919389,0.15601864044243652,0.0407311710409023,3.8304481912823567,0.0,0.0515158363419487,0.0,0.0,0.0,
Node 93,76.808299,30.735438,2,0.0657610324162686,0.7607850486168974,231.37868146628642,0.7607850486168974,0.0657610324162686,11.568934073314322,0.0,0.0397245786164449,0.0,0.0,0.0174937910795378,0.0,0.0,0.0617642118615796,0.0
Node 74,76.806329,30.744998,2,0.0776277693848905,0.8154614284548342,210.09528804354795,0.8154614284548342,0.0776277693848905,10.504764402177399,0.0,0.0447263358915739,0.0,0.0,0.0270897955872482,0.0,0.0,0.0736309488302015,0.0
Node 63,76.794583,30.726623,2,0.0555126568966377,0.8287375091519293,298.5760565180675,0.8287375091519293,0.0555126568966377,14.928802825903373,0.0,0.0254234655977188,0.0,0.0,0.0,,0.0,0.0515158363419487,0.0
Node 34,76.785976,30.742138,2,0.0772745825647118,0.9488855372533332,245.58800727489177,0.9488855372533332,0.0772745825647118,12.279400363744587,0.0,0.036353518068604,0.0,0.0,0.0220398388992187,0.0,0.0,0.072576918245013,0.0
Node 44,76.780358,30.723789,2,0.051459016170814,0.9093204020787821,353.41538557999917,0.9093204020787821,0.051459016170814,17.67076927899996,0.0,0.0129905584916182,0.0,0.0,0.0194479257222674,0.0,0.0,0.0467481307282305,0.0
Node 53,76.796979,30.710015,2,0.0368657884166476,0.9394989415641891,509.6860704272564,0.0,0.0368657884166476,0.0,0.0,0.027746214785284,0.0,0.0,0.0236558331033338,0.0,0.0,0.0321549029740642,0.0
Node 51,76.774327,30.717517,2,0.0459580864821341,0.9695846277645586,421.94299283608257,0.0,0.0459580864821341,0.0,0.0,0.0,,0.0,0.0254234655977188,0.0,0.0,0.0407311710409023,0.0
Node 2,76.796025,30.717258,2,0.0493582281229653,0.9507143064099162,385.2303223046897,0.0,0.0493582281229653,0.0,0.0,0.0250805308441151,0.0,0.0,0.0132431516763161,0.0,0.0,0.0446473426803819,0.0
Node 81,76.804746,30.720577,2,0.0480784714484246,0.8631034258755935,359.039461893656,0.0,0.0480784714484246,0.0,0.0,0.0361463679247569,0.0,0.0,0.0145112418973893,0.0,0.0,0.0440816508937356,0.0
