Node,x,y,ward,distance_from_0(in m),fill_ratio,fill_p_m,fill_ratio_0,distance_from_0,fill_per_m_0,fill_ratio_1,distance_from_81,fill_per_m_1,fill_ratio_2,distance_from_23,fill_per_m_2
Node 44,76.780358,30.723789,2,0.051459016170814,1.0,388.65881021921666,1.0,0.051459016170814,19.432940510960833,1.0,0.0307297162416329,32.54179088855988,0.0,0.0162946160720529,0.0
Node 37,76.778949,30.731555,2,0.0627185033776552,1.0,318.8851602464326,1.0,0.0627185033776552,15.94425801232163,1.0,0.0337910404858653,29.593643333305977,0.0,0.027554103278894,0.0
Node 63,76.794583,30.726623,2,0.0555126568966377,1.0,360.2781981276663,1.0,0.0555126568966377,18.013909906383315,1.0,0.0145112418973893,68.91208947319036,0.0,0.0231959107293052,0.0
Node 61,76.788462,30.734446,2,0.0658628343748095,1.0,303.6613924961812,1.0,0.0658628343748095,15.183069624809058,1.0,0.024861419375561,40.22296494394882,1.0,0.0322529681244304,31.0048984063125
Node 60,76.795366,30.753286,2,0.0898932857323494,1.0,222.48602703819859,1.0,0.0898932857323494,11.124301351909928,1.0,0.0485244728071586,20.60815794896126,1.0,0.0587736221567146,17.0144354440771
Node 53,76.796979,30.710015,2,0.0368657884166476,1.0,542.5084030203063,1.0,0.0368657884166476,27.12542015101532,1.0,0.017754478484852,56.323817162705915,1.0,0.0158033440476584,63.277746594915854
Node 51,76.774327,30.717517,2,0.0459580864821341,1.0,435.1791280034008,1.0,0.0459580864821341,21.758956400170042,1.0,0.0361463679247569,27.665296886304667,1.0,0.0153618288031129,65.09641611143078
Node 48,76.768514,30.711515,2,0.0517135821656277,1.0,386.7455929845319,1.0,0.0517135821656277,19.3372796492266,1.0,0.0423424133865632,23.61698165077517,1.0,0.0211173244866066,47.35448378577682
Node 3,76.760852,30.696397,2,0.0562596996788315,1.0,355.4942545760741,1.0,0.0562596996788315,17.774712728803706,1.0,0.0501164479158015,19.953529062555614,1.0,0.035431646712265,28.223356597587674
Node 40,76.775182,30.699007,2,0.0393547476464014,1.0,508.19789723207134,1.0,0.0393547476464014,25.40989486160357,1.0,0.0395481896429892,25.28560748361012,1.0,0.0252071079542329,39.67134991509707
Node 34,76.785976,30.742138,2,0.0772745825647118,1.0,258.8173152957697,1.0,0.0772745825647118,12.940865764788484,1.0,0.0362731675654634,27.56858766732369,1.0,0.0423983985075525,23.585796520636702
Node 75,76.78033,30.715712,2,0.041874064621975,1.0,477.6226091389333,1.0,0.041874064621975,23.881130456946664,1.0,0.0290830244277561,34.38431936417264,1.0,0.0103919240420206,96.22857095148287
Node 31,76.787075,30.701861,2,0.028272534946824,1.0,707.400310499809,1.0,0.028272534946824,35.37001552499045,1.0,0.0303419591843803,32.957660839343184,1.0,0.0209620462941372,47.7052662687653
Node 30,76.803452,30.69467,2,0.0183268948347002,1.0,1091.292342777672,1.0,0.0183268948347002,54.564617138883605,1.0,0.0363156265584093,27.536355414152656,1.0,0.0320325267276419,31.21826787198363
Node 24,76.807699,30.730302,2,0.0610473347561339,1.0,327.6146301864627,1.0,0.0610473347561339,16.380731509323137,1.0,0.019678521830943,50.81682499279875,1.0,0.0344527327449784,29.02527376861719
Node 93,76.808299,30.735438,2,0.0657610324162686,1.0,304.1314782499097,1.0,0.0657610324162686,15.206573912495484,1.0,0.0250357899069448,39.94281801041177,1.0,0.0374791638754774,26.681491703562244
Node 16,76.795622,30.702081,2,0.0258247515322745,1.0,774.4508199819459,1.0,0.0258247515322745,38.7225409990973,1.0,0.0283957895908718,35.21648858538743,1.0,0.021752311505391,45.97212575556231
Node 5,76.793134,30.688779,2,0.0207009256054403,1.0,966.140373681837,1.0,0.0207009256054403,48.30701868409185,1.0,0.0440816508937356,22.68517579821651,1.0,0.038309549402621,26.103152232105963
Node 74,76.806329,30.744998,2,0.0776277693848905,1.0,257.63976162752925,1.0,0.0776277693848905,12.881988081376463,1.0,0.0370527539191665,26.98854725296745,1.0,0.0494961278876991,20.203600618393473
Node 69,76.785668,30.69366,2,0.0376473232695783,1.0,531.2462683412452,0.0,0.0376473232695783,0.0,0.0,0.0433243907864122,0.0,0.0,0.0389929228967434,0.0
Node 70,76.810948,30.704606,2,0.0288504227711681,1.0,693.230742531342,0.0,0.0288504227711681,0.0,0.0,0.0221663137202285,0.0,0.0,0.0336409491824198,0.0
Node 2,76.796025,30.717258,2,0.0493582281229653,1.0,405.20093124441877,1.0,0.0493582281229653,20.26004656222094,0.0,0.0143852652217731,0.0,0.0,0.0164454615540249,0.0
Node 23,76.785765,30.711475,2,0.043116154490331,1.0,463.86326045114004,1.0,0.043116154490331,23.193163022557002,0.0,0.0238545254295879,0.0,0.0,0.0,
Node 17,76.81343,30.727917,2,0.0566087150375355,1.0,353.3024903804761,1.0,0.0566087150375355,17.665124519023806,0.0,0.0161503364400474,0.0,0.0,0.0314118134555304,0.0
Node 9,76.81374,30.739357,2,0.0700120170168887,1.0,285.6652450846472,1.0,0.0700120170168887,14.28326225423236,0.0,0.0295585483716719,0.0,0.0,0.0448445229491365,0.0
Node 81,76.804746,30.720577,2,0.0480784714484246,1.0,415.9866026825473,0.0,0.0480784714484246,0.0,0.0,0.0,,0.0,0.0238545254295879,0.0
