Ward,x,y,fill_ratio,distance_from_0,fill_p_m,fill_ratio_0,distance_from_0_0.7139554232420516,fill_per_m_0,fill_ratio_1,distance_from_248,fill_per_m_1,fill_ratio_2,distance_from_25,fill_per_m_2,fill_ratio_3,distance_from_243,fill_per_m_3,fill_ratio_4,distance_from_179,fill_per_m_4
1,76.714146,30.697422,0.9699098521619943,0.6586063442537702,147.267007162062,0.9699098521619943,1.0,0.9699098521619943,0.971758535598918,0.23181550700563877,4.191947933730251,0.973049907072407,0.4362118153580288,2.2306821429716632,0.9734286198149255,0.24985660973266097,3.8959490439595124,0.0,0.33048290862501767,0.0
1,76.702706,30.711971,0.9283185625877254,0.7707885673917523,120.43751060411209,0.9283185625877254,1.0,0.9283185625877254,0.9318410870172785,0.33673209603095805,2.7673070016218713,0.93677557334836,0.46703072888821,2.005811428250987,0.9389434714752276,0.0885524071386746,10.603251812283611,0.9389434714752276,0.4788882099849793,1.960673601683947
1,76.733428,30.670581,0.9132405525564713,0.5077954061558688,179.84419344592303,0.9132405525564713,0.960961072479645,0.9503408397178498,0.9147616337505712,0.3472932700788206,2.633974547053445,0.9192268933600645,0.44458886114025237,2.0675886728302,0.9211889502426567,0.6980587301439938,1.3196439074010808,0.9211889502426567,0.0835182382813588,11.02979384142811
1,76.705889,30.715948,0.8971102599525771,0.7375268595649487,121.63763913381585,0.8971102599525771,1.0,0.8971102599525771,0.9020649503375148,0.30681939123031077,2.940051952780224,0.9102180863136554,0.5270460834397616,1.7270180253937668,0.9183020975730689,0.06568619625372499,13.980138140834926,0.9183020975730689,0.539438324819072,1.7023301002595026
1,76.707739,30.67142,0.8985541885270792,0.6795052934192839,132.2365251940183,0.8985541885270792,1.0,0.8985541885270792,0.9052882640061832,0.34475016063938085,2.6259255755739654,0.9097217397313909,0.07044307590120498,12.914281894891383,0.9114071833690796,0.5697824690092341,1.5995704201883911,0.9180622016593615,0.30460836479939934,3.0139100161085657
1,76.70779,30.689305,0.8948273504276488,0.7031515222873066,127.25953397879779,0.8948273504276488,1.0,0.8948273504276488,0.8948273504276488,0.2867458783637645,3.1206284656425822,0.8956721298123737,0.25890782744594604,3.459424686568695,0.9053833543118154,0.37328802963810537,2.4254283085090216,0.9116992880798722,0.27895261949779876,3.2682944140163075
1,76.733171,30.68394,0.8960912999234932,0.5289543657217988,169.40805445488817,0.8960912999234932,1.0,0.8960912999234932,0.8969204606612871,0.29313399059552403,3.059762734574468,0.8984034221108022,0.3591786386696469,2.5012718613734295,0.8984034221108022,0.5715955147883993,1.5717468014831866,0.907559394463338,0.27861919292160153,3.257347008103311
1,76.698487,30.722642,0.877339353380981,0.8556108282067131,102.53953368259833,0.877339353380981,1.0,0.877339353380981,0.8791638263589737,0.4087072692453242,2.1510843885462205,0.883777823896473,0.5073449307936654,1.7419664024511579,0.8909189055400908,0.15651984450076262,5.692050796381605,0.8909189055400908,0.5180269027441717,1.7198313462497377
1,76.68913,30.720583,0.8661761457749352,0.8442292408677479,102.59963808936882,0.8661761457749352,1.0,0.8661761457749352,0.8760712348576731,0.4353579024441268,2.01230121226548,0.8867545246771668,0.5113489766744536,1.7341474514022783,0.8883881055404744,0.15592785002847415,5.697430608953082,0.8883881055404744,0.4288669618679033,2.0714771351730046
1,76.734448,30.696438,0.8607305832563434,0.523082055357686,164.54982051865107,0.8607305832563434,1.0,0.8607305832563434,0.8735540211184332,0.11496473589435774,7.598451945483099,0.8780393756990189,0.49809611344537813,1.7627910597927319,0.8853444101891708,0.4901429321728692,1.8062984327129243,0.8853444101891708,0.4663209033613446,1.8985732867804375
1,76.697373,30.717857,0.8287375091519293,0.8021173677135766,103.31873395463722,0.8287375091519293,1.0,0.8287375091519293,0.8343610389567128,0.376325671857225,2.2171249567934415,0.8504553586213383,0.5011804136952452,1.6969046183406482,0.8569262516988514,0.10731978813714817,7.984792614422158,0.8690297464480883,0.4358784602023216,1.9937432697287012
1,76.724498,30.659777,0.8511366715168569,0.5884673122773968,144.6361851812834,0.8511366715168569,1.0,0.8511366715168569,0.8511366715168569,0.4458616780045351,1.908970233383008,0.8591352508751986,0.4735560891023075,1.8142206818706752,0.8658913179909113,0.7683239962651728,1.1269872113847985,0.8658913179909113,0.2038315326130452,4.248073430496761
1,76.708249,30.663889,0.835302495589238,0.7452683012980896,112.08077602848921,0.835302495589238,1.0,0.835302495589238,0.8432284552006957,0.38804191845386204,2.173034445764279,0.8432284552006957,0.09213107416038022,9.15248696365808,0.8503018506059359,0.5932106323314508,1.4333894307727746,0.8559970336435963,0.2844306647181958,3.009510365177007
1,76.748676,30.682277,0.8101133946791808,0.42779560239013337,189.36926657333612,0.8101133946791808,0.7154366821183903,1.1323341602788035,0.8275098755234777,0.2594248677031628,3.1897862485192623,0.8373125773466983,0.5091684784838167,1.6444705686416745,0.8422518496082116,0.569397382778849,1.4791986670148394,0.8529420280620797,0.3077655166755548,2.771402193707256
1,76.71782,30.664171,0.8074401551640625,0.7499681119320245,107.66326491988863,0.8074401551640625,1.0,0.8074401551640625,0.8074401551640625,0.4080014652781412,1.9790128807836942,0.8186641989655598,0.17417839761368986,4.7001477231480475,0.8339889898021478,0.6118844523522947,1.3629844435432321,0.8417545908318388,0.18325134753257627,4.593442843208569
1,76.717864,30.65906,0.795792669436101,0.6315652626105045,126.00323617337358,0.795792669436101,1.0,0.795792669436101,0.8048045658570043,0.44989396987657004,1.788876090243675,0.8190286376690206,0.25342364665946854,3.2318556238343814,0.8194464937162712,0.7503514918011138,1.092083513753407,0.835908902856818,0.2581619891717222,3.237924008637827
1,76.6847,30.693087,0.7712703466859457,0.8426838960350866,91.52546409333928,0.7712703466859457,1.0,0.7712703466859457,0.7887115700624227,0.4325351776493122,1.823462254212046,0.8051102983965418,0.28045479155387115,2.8707311218888276,0.8075780136588427,0.30891710474992873,2.6142223957219355,0.8262642187454813,0.4260265120421957,1.939466665547904
1,76.698059,30.669402,0.7982951789667752,0.7646611524838353,104.39855305499529,0.7982951789667752,1.0,0.7982951789667752,0.8029841915820439,0.2720075448940443,2.952065877050698,0.8181696320094733,0.07688606311791464,10.64132560350639,0.8181696320094733,0.5096781230151347,1.6052673149268721,0.8252207074313737,0.3941886351825595,2.093466512674044
1,76.691224,30.694111,0.8083973481164611,0.8018230163168791,100.81992305855483,0.8083973481164611,1.0,0.8083973481164611,0.8083973481164611,0.3835856144687412,2.1074756654679976,0.8184668478921112,0.28407630841521764,2.881151379564558,0.819302501922633,0.293168218695317,2.794649793789944,0.819302501922633,0.3767513858127042,2.1746502674576385
1,76.739442,30.680772,0.770967179954561,0.48486052649653155,159.00803175819595,0.770967179954561,0.8345760536382291,0.9237830112589821,0.7896201525825214,0.28527397549462524,2.7679361610656223,0.7941603850294956,0.4948194185251176,1.6049499176823092,0.8093628147172722,0.5388058063045186,1.5021419688633462,0.81646265347409,0.24042626854580615,3.395896207233849
1,76.704309,30.698164,0.7722447692966574,0.7206065601114611,107.16593659336228,0.7722447692966574,1.0,0.7722447692966574,0.7807676614592266,0.39033406632309187,2.000254983670732,0.7807676614592266,0.35235929660214993,2.215828187274406,0.793367014195441,0.24577396229754844,3.2280352514923614,0.7960079044854452,0.38272277328831,2.079855080601128
1,76.712171,30.668876,0.7616196153287176,0.6919857926392528,110.0628977401226,0.7616196153287176,1.0,0.7616196153287176,0.7627574952432615,0.3615662197897245,2.109592803461721,0.7754627015262324,0.10498890487972608,7.386139539359824,0.7781069423945601,0.5825328068172956,1.3357306803814124,0.790245361215345,0.24997695901540556,3.1612728002129344
1,76.690413,30.677268,0.7407686177542044,0.7937774114738175,93.32195739594164,0.7407686177542044,1.0,0.7407686177542044,0.754587693749922,0.2987107699533998,2.526148266658216,0.7601191372918199,0.22832845082261036,3.3290601085992595,0.7775073935180604,0.4336781992806022,1.7928210244550267,0.7782973172225702,0.4164101803438771,1.869064095838968
1,76.673781,30.709807,0.7290071680409873,0.9408255575506038,77.48590184336872,0.7290071680409873,1.0,0.7290071680409873,0.7304322342583199,0.46754546971466715,1.5622699428658497,0.7514640885068449,0.36932671450025034,2.034686522808616,0.7673886134547996,0.2733658017687302,2.8071858604464976,0.7673886134547996,0.4617209661271484,1.6620181229619029
1,76.703663,30.693716,0.7259556788702394,0.7357460336149295,98.66932959236118,0.7259556788702394,1.0,0.7259556788702394,0.7434494160824995,0.314183219646203,2.366292563045495,0.7589986735050948,0.2788501930347463,2.7218868498703865,0.7618853483488296,0.29750021670567367,2.560957288654975,0.7622707290293103,0.37810139158381845,2.016048462123494
1,76.680626,30.706793,0.7019668772577033,0.888534031927315,79.00281272683166,0.7019668772577033,1.0,0.7019668772577033,0.7182238161535457,0.37631475786370133,1.9085720162313737,0.7182238161535457,0.33220514915772675,2.161988813161178,0.7349982553392668,0.21545189021461264,3.411426349553636,0.7503735214996647,0.48504005697974234,1.5470341278040136
1,76.683915,30.710755,0.6918951976926933,0.872359422678794,79.31308812691665,0.6918951976926933,1.0,0.6918951976926933,0.6918951976926933,0.420368912383309,1.6459238000496952,0.7022114045937374,0.38094702508154316,1.8433308527437022,0.7250897861317009,0.21009447756157912,3.451255809040367,0.7422101273892128,0.4675458328646946,1.5874596140481583
1,76.709301,30.675397,0.713244787222995,0.6761545933535456,105.4854606082748,0.713244787222995,1.0,0.713244787222995,0.713244787222995,0.30387590149899146,2.347158111928669,0.713244787222995,0.12002089591223716,5.9426717472975765,0.722173665997296,0.5190530088662516,1.391329312539221,0.7308787382920575,0.23356986345101793,3.1291654132654427
1,76.708931,30.698582,0.7121792213475359,0.6879139316516056,103.52737291388648,0.7121792213475359,1.0,0.7121792213475359,0.7121792213475359,0.2645429066558268,2.692112331985861,0.7292916794923905,0.381100104833016,1.9136485932270715,0.7292916794923905,0.26378696790112893,2.7646994288426683,0.7304212043520805,0.3943860850217154,1.8520460840089288
