Ward,x,y,fill_ratio,distance_from_0,fill_p_m,fill_ratio_0,distance_from_0_0.8735555762270888,fill_per_m_0,fill_ratio_1,distance_from_51,fill_per_m_1,fill_ratio_2,distance_from_141,fill_per_m_2,fill_ratio_3,distance_from_53,fill_per_m_3,fill_ratio_4,distance_from_179,fill_per_m_4
1,76.702706,30.711971,0.9283185625877254,0.7707885673917523,120.43751060411209,0.9283185625877254,1.0,0.9283185625877254,0.9289292918576942,0.27181190967183483,3.4175444813261247,0.9310696503376537,0.10129458489269075,9.191702116396531,0.934738883596017,0.09809949336795742,9.528478196008033,0.0,0.4788882099849793,0.0
1,76.708514,30.719551,0.9148643902204485,0.7271804079710359,125.80982383354973,0.9148643902204485,1.0,0.9148643902204485,0.9204293344909631,0.3846870003440669,2.3926707522420156,0.9243929854594249,0.20789734663725232,4.446391454299525,0.929671984053906,0.2011711766412327,4.621298138111886,0.9303809410706939,0.6041746780276198,1.5399204483511333
1,76.733428,30.670581,0.9132405525564713,0.5077954061558688,179.84419344592303,0.9132405525564713,0.960961072479645,0.9503408397178498,0.9132405525564713,0.5047580143529564,1.8092640960384632,0.9157276039201016,0.5410674663225423,1.6924462491600187,0.9173204978518574,0.6795465728370764,1.349900852302272,0.918784282996885,0.0835182382813588,11.001001720147116
1,76.70779,30.689305,0.8948273504276488,0.7031515222873066,127.25953397879779,0.8948273504276488,1.0,0.8948273504276488,0.9028810861696381,0.05506910674043634,16.395419130825804,0.9036958940505243,0.1777728163874722,5.083431271521491,0.910632899497163,0.2827759909020505,3.220333156970858,0.9187590870011145,0.27895261949779876,3.2936026507123892
1,76.707739,30.67142,0.8985541885270792,0.6795052934192839,132.2365251940183,0.8985541885270792,1.0,0.8985541885270792,0.9010693593831812,0.17019110671508714,5.2944561955968705,0.9035768270039264,0.3701564519273116,2.4410673440898543,0.907390258165017,0.4235320448490712,2.142435901133224,0.9142070959006567,0.30460836479939934,3.0012540742363076
1,76.705889,30.715948,0.8971102599525771,0.7375268595649487,121.63763913381585,0.8971102599525771,1.0,0.8971102599525771,0.8971102599525771,0.32302309493401443,2.7772325695035347,0.8981779952320696,0.1681766177096637,5.3406829526246264,0.9043931479520443,0.1414830779054917,6.3922354626477915,0.9131146882024721,0.539438324819072,1.692713784302833
1,76.68913,30.720583,0.8661761457749352,0.8442292408677479,102.59963808936882,0.8661761457749352,1.0,0.8661761457749352,0.8686012754800851,0.28309101263321834,3.068275701869322,0.8800532745606741,0.24085631602803254,3.6538517613889243,0.8907384183123772,0.1414060411654638,6.299153918538002,0.901499280819651,0.4288669618679033,2.102048795955807
1,76.698487,30.722642,0.877339353380981,0.8556108282067131,102.53953368259833,0.877339353380981,1.0,0.877339353380981,0.8836425875985596,0.3314794215795328,2.6657539807084065,0.8913098754408418,0.20917284955792806,4.261116475319631,0.8921222895984936,0.17322798527573594,5.149989409496719,0.8993741976919128,0.5180269027441717,1.7361534563699483
1,76.733171,30.68394,0.8960912999234932,0.5289543657217988,169.40805445488817,0.8960912999234932,1.0,0.8960912999234932,0.8960912999234932,0.41570751523358157,2.1555811889039083,0.8960912999234932,0.4144925385592788,2.161899712448837,0.8960912999234932,0.5903209949824245,1.517972946142924,0.8960912999234932,0.27861919292160153,3.2161865466878923
1,76.734448,30.696438,0.8607305832563434,0.523082055357686,164.54982051865107,0.8607305832563434,1.0,0.8607305832563434,0.8607305832563434,0.38916191476590634,2.2117544153160544,0.8649863287824613,0.3471638655462185,2.491579379730418,0.878337502809816,0.5983174519807923,1.4680125072434176,0.878337502809816,0.4663209033613446,1.8835473522172486
1,76.697373,30.717857,0.8287375091519293,0.8021173677135766,103.31873395463722,0.8287375091519293,1.0,0.8287375091519293,0.8454868681301736,0.3135924942814155,2.696132348663422,0.8472565513488874,0.15132536605056818,5.598906339772282,0.8615138283071225,0.14478721972819905,5.9502063091231,0.8662886504870337,0.4358784602023216,1.9874545993507655
1,76.724498,30.659777,0.8511366715168569,0.5884673122773968,144.6361851812834,0.8511366715168569,1.0,0.8511366715168569,0.8581131757750925,0.5275860344137655,1.6264895577241667,0.8635326568060495,0.5601824062958516,1.541520488863744,0.8635326568060495,0.6845404828598106,1.2614778503653454,0.8635326568060495,0.2038315326130452,4.236501809783201
1,76.708249,30.663889,0.835302495589238,0.7452683012980896,112.08077602848921,0.835302495589238,1.0,0.835302495589238,0.835302495589238,0.2553681688323657,3.2709734318436743,0.835302495589238,0.425740879708256,1.961997391844633,0.8492146447662667,0.4863541214107982,1.7460829617376246,0.8492146447662667,0.2844306647181958,2.9856648741008276
1,76.71782,30.664171,0.8074401551640625,0.7499681119320245,107.66326491988863,0.8074401551640625,1.0,0.8074401551640625,0.8156141825634786,0.2600345386990423,3.13656096087855,0.8220350616793672,0.4285807734575331,1.9180399882329777,0.8298807369734111,0.48956643466429434,1.6951340578372724,0.8455649782075509,0.18325134753257627,4.614236072982963
1,76.691224,30.694111,0.8083973481164611,0.8018230163168791,100.81992305855483,0.8083973481164611,1.0,0.8083973481164611,0.8116573281381286,0.12420308121535467,6.53492103574148,0.8185111067889567,0.18095104073616328,4.523384355563843,0.832567011753091,0.1671602158563894,4.980652887337532,0.8419886592753725,0.3767513858127042,2.2348654603063713
1,76.717864,30.65906,0.795792669436101,0.6315652626105045,126.00323617337358,0.795792669436101,1.0,0.795792669436101,0.795792669436101,0.35537568841902484,2.2392996914796797,0.813071043458212,0.5564212308815647,1.4612509342427944,0.8195378416972423,0.627939131718154,1.305123060980194,0.8333268288934887,0.2581619891717222,3.227922249774667
1,76.698059,30.669402,0.7982951789667752,0.7646611524838353,104.39855305499529,0.7982951789667752,1.0,0.7982951789667752,0.8039557339082299,0.18315615236066646,4.389455246499723,0.818062264012108,0.3495031020036313,2.340643786342155,0.8288540099034931,0.4082775699795338,2.030123795301912,0.8327030285521203,0.3941886351825595,2.1124480876179317
1,76.748676,30.682277,0.8101133946791808,0.42779560239013337,189.36926657333612,0.8101133946791808,0.7154366821183903,1.1323341602788035,0.8101133946791808,0.5623497559174632,1.4405863720123713,0.8101133946791808,0.4569307133773639,1.7729458120494845,0.8190202222487031,0.7168150305615949,1.1425823780606759,0.8232213766434142,0.3077655166755548,2.674833053214506
1,76.712171,30.668876,0.7616196153287176,0.6919857926392528,110.0628977401226,0.7616196153287176,1.0,0.7616196153287176,0.7660421906635626,0.19803903497266986,3.8681373637741636,0.7767136429219523,0.38152325721537295,2.0358225304296225,0.7980251578024787,0.44680368372172163,1.7860756007094716,0.8133176947002144,0.24997695901540556,3.2535706406848934
1,76.6847,30.693087,0.7712703466859457,0.8426838960350866,91.52546409333928,0.7712703466859457,1.0,0.7712703466859457,0.7849068122143711,0.1589965710160621,4.936627294528751,0.791710045170331,0.2289094201000169,3.458617145700735,0.7924065248205425,0.18715033387475186,4.234064179393082,0.8111681434752687,0.4260265120421957,1.904032074405094
1,76.690413,30.677268,0.7407686177542044,0.7937774114738175,93.32195739594164,0.7407686177542044,1.0,0.7407686177542044,0.7592414825346306,0.11405915872486125,6.656558675538787,0.7688050736461104,0.27937231925439737,2.7519013898654503,0.7879185974246806,0.3309229799384432,2.3809727495239095,0.7990514731092752,0.4164101803438771,1.9189047502378729
1,76.703663,30.693716,0.7259556788702394,0.7357460336149295,98.66932959236118,0.7259556788702394,1.0,0.7259556788702394,0.7521520907293168,0.07478012708954279,10.058181498256603,0.7757750849777697,0.11925479919718883,6.505189646036961,0.7969926925309867,0.21871936948650758,3.6439054044555106,0.7969926925309867,0.37810139158381845,2.1078808760594243
1,76.704309,30.698164,0.7722447692966574,0.7206065601114611,107.16593659336228,0.7722447692966574,1.0,0.7722447692966574,0.7889466959997583,0.1435457188178668,5.4961353253647856,0.7934150485604268,0.15221224478680892,5.212557305568271,0.7956329677045897,0.18118009081811187,4.391392918018415,0.7956329677045897,0.38272277328831,2.078875424288455
1,76.739442,30.680772,0.770967179954561,0.48486052649653155,159.00803175819595,0.770967179954561,0.8345760536382291,0.9237830112589821,0.770967179954561,0.5495554073110798,1.4028925376730021,0.770967179954561,0.39575926973645326,1.948071059631702,0.7855679948157213,0.7085279042077975,1.1087326132822701,0.7951664832741233,0.24042626854580615,3.3073194875235847
1,76.673781,30.709807,0.7290071680409873,0.9408255575506038,77.48590184336872,0.7290071680409873,1.0,0.7290071680409873,0.7376604266019181,0.2605383363924579,2.831293224697477,0.7591488532535879,0.2851608126147172,2.662178040147751,0.771305919019185,0.1629035958618388,4.734738450300029,0.7833528121329114,0.4617209661271484,1.696593548054719
