Ward,x,y,fill_ratio,distance_from_0,fill_p_m,fill_ratio_0,distance_from_0_0.43211717561589447,fill_per_m_0,fill_ratio_1,distance_from_51,fill_per_m_1,fill_ratio_2,distance_from_141,fill_per_m_2,fill_ratio_3,distance_from_242,fill_per_m_3,fill_ratio_4,distance_from_53,fill_per_m_4,fill_ratio_5,distance_from_246,fill_per_m_5
1,76.708514,30.719551,0.9148643902204485,0.7271804079710359,125.80982383354973,0.9148643902204485,1.0,0.9148643902204485,0.9148643902204485,0.3846870003440669,2.3782045907508884,0.9184863246346742,0.20789734663725232,4.417980024715208,0.9217302206657498,0.4581419039716111,2.01188804751391,0.9285496544876622,0.2011711766412327,4.615719160124173,0.9291494920097116,0.09386279152920857,9.899018310366099
1,76.733428,30.670581,0.9132405525564713,0.5077954061558688,179.84419344592303,0.9132405525564713,0.960961072479645,0.9503408397178498,0.9209542690763034,0.5047580143529564,1.824546105041768,0.9227549368003327,0.5410674663225423,1.7054341542136966,0.925055884405749,0.41070251501675753,2.2523745304262497,0.925055884405749,0.6795465728370764,1.3612840111071156,0.9273854934268615,0.6527438656429586,1.420749458155962
1,76.70779,30.689305,0.8948273504276488,0.7031515222873066,127.25953397879779,0.8948273504276488,1.0,0.8948273504276488,0.8977783920734591,0.05506910674043634,16.302759300329004,0.8977783920734591,0.1777728163874722,5.0501443939362956,0.9069345775027966,0.08897013165514307,10.193697150164548,0.911918471755922,0.2827759909020505,3.2248794137257475,0.9177311858011035,0.2734129171347041,3.3565758173340394
1,76.733171,30.68394,0.8960912999234932,0.5289543657217988,169.40805445488817,0.8960912999234932,1.0,0.8960912999234932,0.9025945131706454,0.41570751523358157,2.171224911975641,0.9084882414287048,0.4144925385592788,2.1918084329973455,0.9089974005846766,0.32566939649975424,2.79116616530274,0.9144586844352626,0.5903209949824245,1.549087178345213,0.9144586844352626,0.5860175661513063,1.56046292339154
1,76.705889,30.715948,0.8971102599525771,0.7375268595649487,121.63763913381585,0.8971102599525771,1.0,0.8971102599525771,0.9022647200765769,0.32302309493401443,2.793189509440144,0.9050240445684313,0.1681766177096637,5.381390450668025,0.9097653535194815,0.39754948914431676,2.2884329583158447,0.9097653535194815,0.1414830779054917,6.430206120672533,0.9112755885162251,0.053919220945083016,16.900755844457837
1,76.707739,30.67142,0.8985541885270792,0.6795052934192839,132.2365251940183,0.8985541885270792,1.0,0.8985541885270792,0.8985541885270792,0.17019110671508714,5.279677686280795,0.8990045598951161,0.3701564519273116,2.4287150884827895,0.901992139971114,0.12830213199142293,7.030219420137248,0.909281345336933,0.4235320448490712,2.146900940307745,0.909281345336933,0.46643178421618814,1.949441217572529
1,76.734448,30.696438,0.8607305832563434,0.523082055357686,164.54982051865107,0.8607305832563434,1.0,0.8607305832563434,0.873954735760652,0.38916191476590634,2.2457355219006065,0.8821795280335848,0.3471638655462185,2.5411041170589193,0.8936655222331812,0.3787515006002401,2.3595035816806336,0.8980382869180675,0.5983174519807923,1.5009394827863003,0.9069497203674948,0.545280612244898,1.6632715339605049
1,76.698487,30.722642,0.877339353380981,0.8556108282067131,102.53953368259833,0.877339353380981,1.0,0.877339353380981,0.8860326639698324,0.3314794215795328,2.672964311774763,0.8860326639698324,0.20917284955792806,4.235887524802571,0.8874187137043958,0.39581780443333375,2.2419878635193147,0.8986621896751118,0.17322798527573594,5.187742547745185,0.8997457503170792,0.11792025503709735,7.630120457541597
1,76.68913,30.720583,0.8661761457749352,0.8442292408677479,102.59963808936882,0.8661761457749352,1.0,0.8661761457749352,0.8770703028700824,0.28309101263321834,3.098191972651715,0.8772050787259722,0.24085631602803254,3.642026471184077,0.8823312272645043,0.36510814360261734,2.4166298197523393,0.8828438004467523,0.1414060411654638,6.243324494274669,0.8932273045602812,0.11680787513220135,7.646978455428115
1,76.724498,30.659777,0.8511366715168569,0.5884673122773968,144.6361851812834,0.8511366715168569,1.0,0.8511366715168569,0.852746568010683,0.5275860344137655,1.6163175527536928,0.8643481464009103,0.5601824062958516,1.5429762461058414,0.8746079272781048,0.4431272509003601,1.9737173137085307,0.8867844061131537,0.6845404828598106,1.2954447959139348,0.8867844061131537,0.6604641856742697,1.3426684222216123
1,76.708249,30.663889,0.835302495589238,0.7452683012980896,112.08077602848921,0.835302495589238,1.0,0.835302495589238,0.8367157775844486,0.2553681688323657,3.2765077237707874,0.8491846819386297,0.425740879708256,1.9946045174720914,0.8563918037232674,0.2002448753900233,4.27672269792296,0.8563918037232674,0.4863541214107982,1.7608400258623849,0.856951478812682,0.49898626854667777,1.7173848917898995
1,76.691224,30.694111,0.8083973481164611,0.8018230163168791,100.81992305855483,0.8083973481164611,1.0,0.8083973481164611,0.8154602175722324,0.12420308121535467,6.5655393537162965,0.8309535633068896,0.18095104073616328,4.592145808757554,0.8343878082251036,0.1488907379988008,5.604027620790113,0.8504860103965087,0.1671602158563894,5.087849438572022,0.8504860103965087,0.20303226832760246,4.188920398723065
1,76.71782,30.664171,0.8074401551640625,0.7499681119320245,107.66326491988863,0.8074401551640625,1.0,0.8074401551640625,0.8194205918021548,0.2600345386990423,3.151199051871076,0.8353332012104021,0.4285807734575331,1.9490683039078818,0.8355147971437363,0.22138128630488252,3.7740985748591216,0.8499912495127959,0.48956643466429434,1.7362122672802358,0.8499912495127959,0.5182505625621435,1.6401164049115207
1,76.748676,30.682277,0.8101133946791808,0.42779560239013337,189.36926657333612,0.8101133946791808,0.7154366821183903,1.1323341602788035,0.8244214244669068,0.5623497559174632,1.4660296653314602,0.8270072370178538,0.4569307133773639,1.8099182497606723,0.8270072370178538,0.47923042211921074,1.7256985342473354,0.8369219353167678,0.7168150305615949,1.1675563424794178,0.8462896898596286,0.603593551298355,1.4020853735750225
1,76.697373,30.717857,0.8287375091519293,0.8021173677135766,103.31873395463722,0.8287375091519293,1.0,0.8287375091519293,0.8287375091519293,0.3135924942814155,2.6427211245949866,0.8342661106479635,0.15132536605056818,5.513061903773476,0.8342661106479635,0.36877836356741817,2.2622425637382797,0.8359420977228438,0.14478721972819905,5.773590371388519,0.8359420977228438,0.05281892576237599,15.826563786692962
1,76.698059,30.669402,0.7982951789667752,0.7646611524838353,104.39855305499529,0.7982951789667752,1.0,0.7982951789667752,0.8039607299993078,0.18315615236066646,4.389482524267974,0.8077222670759796,0.3495031020036313,2.3110589360880334,0.8077222670759796,0.12307287623422533,6.562959214008847,0.8147724604459179,0.4082775699795338,1.9956336579713672,0.8312596651248593,0.4266714570755836,1.9482429661977694
1,76.717864,30.65906,0.795792669436101,0.6315652626105045,126.00323617337358,0.795792669436101,1.0,0.795792669436101,0.795792669436101,0.35537568841902484,2.2392996914796797,0.8061252199318009,0.5564212308815647,1.4487679031488756,0.8061252199318009,0.2826304791940157,2.8522232359038138,0.8061252199318009,0.627939131718154,1.2837633127371721,0.8248854566605214,0.6498520238936747,1.2693435218037956
1,76.712171,30.668876,0.7616196153287176,0.6919857926392528,110.0628977401226,0.7616196153287176,1.0,0.7616196153287176,0.7635452333363986,0.19803903497266986,3.85552895388412,0.7854301700972558,0.38152325721537295,2.0586691774176016,0.7854301700972558,0.15930891225284113,4.930233713796815,0.8000002590054892,0.44680368372172163,1.7904961130619181,0.816991112192922,0.4810532211296463,1.6983383050099952
1,76.673781,30.709807,0.7290071680409873,0.9408255575506038,77.48590184336872,0.7290071680409873,1.0,0.7290071680409873,0.7478287576868637,0.2605383363924579,2.8703213816502746,0.7655837734625051,0.2851608126147172,2.6847439746108828,0.7655837734625051,0.28069727181712,2.7274357477948645,0.786365490916151,0.1629035958618388,4.827183137093428,0.8049707188554911,0.1982469130652428,4.060445161083423
1,76.708931,30.698582,0.7121792213475359,0.6879139316516056,103.52737291388648,0.7121792213475359,1.0,0.7121792213475359,0.7368018847082196,0.16236280781326887,4.537996691678336,0.76159264607172,0.05228814103249824,14.565303547478829,0.7823553468040492,0.2422855023783545,3.229063807467598,0.7952748819830712,0.19616610684409833,4.054089132813909,0.8032093384178534,0.19317087781605013,4.158024995790108
1,76.739442,30.680772,0.770967179954561,0.48486052649653155,159.00803175819595,0.770967179954561,0.8345760536382291,0.9237830112589821,0.770967179954561,0.5495554073110798,1.4028925376730021,0.7804930335986712,0.39575926973645326,1.9721408777573863,0.7989809987386574,0.4192513278670528,1.9057327803909048,0.8020053004804222,0.7085279042077975,1.131931848721105,0.8020053004804222,0.5222296344460113,1.5357330330960648
1,76.704309,30.698164,0.7722447692966574,0.7206065601114611,107.16593659336228,0.7722447692966574,1.0,0.7722447692966574,0.7824875007609134,0.1435457188178668,5.451137847961503,0.7850896123493345,0.15221224478680892,5.157861073850823,0.7850896123493345,0.30803270541300454,2.5487216083003292,0.7850896123493345,0.18118009081811187,4.333200236318969,0.7942531741068568,0.1483180948620368,5.355065913202694
1,76.690413,30.677268,0.7407686177542044,0.7937774114738175,93.32195739594164,0.7407686177542044,1.0,0.7407686177542044,0.7563277513452301,0.11405915872486125,6.631012886651906,0.7747946506218891,0.27937231925439737,2.7733407972905093,0.7770115168833585,0.13602427658496186,5.712300306909045,0.7914147115276721,0.3309229799384432,2.391537486078747,0.7925820707182731,0.35371627050345483,2.240728337404914
